c A permuted SAT Competition 2007 formula with seed=2143506940
p cnf 700 3500
-434 -163 -630 0
441 -194 279 0
42 -191 327 0
383 -434 684 0
-409 700 564 0
487 -162 352 0
-695 86 -243 0
-159 -167 258 0
596 -197 -15 0
-610 -30 -428 0
-319 652 -15 0
479 63 -268 0
-119 -267 407 0
335 439 -680 0
-368 349 -412 0
10 660 278 0
188 47 400 0
663 -222 195 0
-362 407 129 0
272 697 76 0
-547 493 -258 0
-600 -87 -225 0
208 -329 -84 0
660 662 24 0
-629 470 232 0
-401 -692 420 0
-590 -5 324 0
-590 365 116 0
464 376 -672 0
275 492 -607 0
642 -171 213 0
325 507 -537 0
397 109 300 0
-644 700 126 0
-240 607 -236 0
269 225 62 0
-290 614 388 0
547 453 -630 0
582 -328 209 0
-390 -78 -421 0
634 480 347 0
-357 312 -156 0
-590 -431 -328 0
259 -274 -18 0
-117 81 -483 0
-46 -208 633 0
-97 -89 -441 0
-314 135 7 0
-76 -289 -561 0
510 -256 152 0
-464 -205 -11 0
-238 205 -214 0
2 -201 83 0
-274 -542 -134 0
-136 -347 277 0
-135 502 -306 0
-245 251 -501 0
167 -301 -182 0
-677 636 -491 0
-35 210 -76 0
555 18 126 0
-520 536 -668 0
607 126 -590 0
431 392 -68 0
-82 -513 -359 0
-617 -122 -149 0
76 533 597 0
-538 587 -445 0
-678 135 -98 0
257 61 344 0
93 -57 652 0
267 203 -666 0
193 -296 259 0
420 -129 -58 0
75 184 226 0
262 195 -164 0
476 498 -362 0
-557 -186 -171 0
-453 -71 -662 0
-391 -522 207 0
-41 -288 209 0
337 -523 369 0
-666 -21 -36 0
-663 -442 223 0
-43 381 -210 0
-156 -531 175 0
-85 236 493 0
-644 -509 297 0
413 -362 -488 0
127 455 610 0
139 -416 -317 0
28 169 698 0
278 685 99 0
104 285 237 0
-88 -633 -691 0
563 -352 637 0
-219 370 504 0
-626 24 -412 0
-573 676 129 0
326 230 -102 0
164 479 91 0
-60 384 135 0
311 293 642 0
300 -180 -638 0
-106 473 -228 0
75 672 677 0
-547 134 267 0
676 433 -555 0
-508 288 684 0
-213 -615 -196 0
272 -1 475 0
-530 698 -502 0
270 -161 -376 0
-49 -153 378 0
203 -49 46 0
-324 514 496 0
-522 149 -646 0
532 59 -431 0
529 264 -109 0
-441 321 -159 0
146 -313 -353 0
-147 -297 -657 0
-622 523 -302 0
-516 -650 -434 0
466 -445 -198 0
189 -663 -555 0
306 -681 150 0
-138 -381 223 0
-607 451 -563 0
-135 481 -428 0
-340 -64 532 0
-195 651 259 0
680 -196 561 0
-118 -397 451 0
-5 618 607 0
29 172 10 0
18 609 616 0
-115 473 -405 0
-428 -194 553 0
-152 520 102 0
-156 -444 429 0
-184 292 -69 0
-574 656 -592 0
-338 138 565 0
665 -650 439 0
177 46 -2 0
467 -292 177 0
152 -412 534 0
-176 407 375 0
698 502 -28 0
11 281 614 0
-103 311 -247 0
472 626 151 0
528 608 362 0
-487 -479 139 0
-426 648 -667 0
323 -417 -627 0
20 203 418 0
-126 632 -630 0
121 -256 339 0
-522 203 362 0
347 -675 -188 0
-390 -248 141 0
-32 -136 536 0
488 173 -331 0
294 52 28 0
-155 330 581 0
91 -618 551 0
684 -141 -1 0
-650 559 -19 0
397 -52 -236 0
88 -80 -571 0
647 -207 -265 0
667 -379 -560 0
-449 531 179 0
138 -320 464 0
-416 -677 -490 0
225 -92 -34 0
275 484 611 0
215 241 -92 0
-591 679 42 0
678 -534 -36 0
9 455 527 0
641 -578 76 0
-605 -147 445 0
438 -88 601 0
-405 -299 -283 0
-564 -430 -497 0
319 479 -329 0
-393 156 663 0
387 -554 135 0
339 -680 395 0
-216 -508 274 0
361 -632 -662 0
-528 37 629 0
-605 390 -527 0
-20 -689 -368 0
672 -513 -180 0
-111 -364 -506 0
338 -348 213 0
560 -244 484 0
618 612 -695 0
-619 -211 114 0
-333 147 -476 0
53 634 -258 0
-369 91 198 0
480 -416 -343 0
277 -230 653 0
-682 -389 -342 0
-562 105 122 0
224 -644 577 0
243 39 205 0
-84 426 -28 0
-5 354 -682 0
659 239 462 0
414 462 244 0
-283 548 440 0
-531 -435 632 0
121 423 -642 0
-267 476 -437 0
-166 -9 318 0
665 532 -220 0
-488 -135 675 0
688 -93 -6 0
632 -265 247 0
-133 -396 674 0
57 -677 -623 0
479 580 -562 0
-86 195 -332 0
417 -148 -251 0
436 -395 571 0
-606 -58 584 0
252 445 226 0
474 329 461 0
-671 453 -116 0
-195 313 504 0
590 -619 69 0
-355 458 -195 0
312 308 -440 0
-118 271 467 0
-676 -397 321 0
297 102 -48 0
78 -338 -562 0
-498 456 433 0
-137 -161 -12 0
-612 6 -468 0
289 -383 112 0
-700 -542 260 0
-530 276 -190 0
-57 -169 -294 0
76 -663 -630 0
552 -65 -680 0
-157 -672 85 0
-301 -149 405 0
-525 -574 -298 0
508 408 -645 0
-550 -575 565 0
-306 670 -43 0
-386 -567 32 0
-360 -37 -514 0
-452 -620 34 0
137 -203 -419 0
-89 430 167 0
-189 -665 266 0
491 114 -479 0
-266 517 127 0
504 -602 259 0
393 118 -63 0
-316 520 -68 0
81 656 647 0
474 -115 -231 0
-105 322 -404 0
55 51 22 0
292 108 298 0
-479 -596 213 0
-462 364 281 0
-347 617 280 0
-604 -627 150 0
601 -379 -674 0
-289 -130 -330 0
-697 317 568 0
262 280 -658 0
619 442 525 0
-183 194 -221 0
-288 -514 128 0
-264 -2 -681 0
365 -383 262 0
-229 -417 -88 0
593 30 528 0
-550 -308 415 0
402 566 -421 0
653 441 -339 0
30 276 358 0
-444 -532 123 0
-77 487 532 0
-144 -563 -151 0
108 335 -495 0
281 288 73 0
-227 462 -640 0
15 446 -387 0
-125 -201 -578 0
-202 -95 447 0
-137 603 -360 0
606 -568 -367 0
231 143 669 0
576 -664 698 0
192 -106 -307 0
105 149 -318 0
696 298 79 0
-584 413 292 0
-591 -231 -499 0
43 348 500 0
-603 441 -456 0
554 349 -562 0
636 -574 479 0
-314 -501 -363 0
-371 -565 -343 0
-632 -460 -610 0
-341 612 -280 0
378 -497 -22 0
-156 -608 678 0
-569 -678 320 0
-25 666 76 0
670 328 -213 0
543 -665 -178 0
-195 282 587 0
290 140 256 0
96 -217 65 0
387 -253 -49 0
241 522 -482 0
-668 572 -57 0
132 269 -406 0
-495 -266 -578 0
382 402 373 0
670 78 171 0
-97 -538 535 0
-688 -556 -47 0
-363 -602 66 0
106 29 495 0
80 118 -112 0
-82 -604 249 0
567 616 -439 0
690 195 -128 0
157 52 561 0
-567 19 -439 0
-649 273 -134 0
-190 56 223 0
319 306 569 0
91 7 -194 0
607 -33 -429 0
287 -20 35 0
144 -572 -617 0
-316 -32 -163 0
-655 518 296 0
511 329 -245 0
-523 -194 213 0
505 -168 -643 0
428 -5 563 0
-523 602 172 0
-575 -50 383 0
-135 -649 -276 0
-352 -73 45 0
-17 -358 -561 0
553 642 244 0
413 -248 -654 0
-622 -393 -72 0
521 -113 255 0
469 503 -393 0
-256 -448 275 0
-159 571 -420 0
307 156 95 0
322 417 557 0
-181 -211 128 0
-543 -697 41 0
185 -94 -20 0
479 241 -247 0
88 -610 141 0
654 -249 -308 0
636 -686 -194 0
-589 601 -605 0
594 637 340 0
178 640 69 0
320 549 -64 0
200 -698 111 0
-363 -346 -9 0
-583 457 120 0
-498 504 -78 0
481 145 29 0
-278 -259 566 0
-40 5 -137 0
81 -338 8 0
-517 466 -47 0
586 -301 -17 0
-391 -134 -252 0
-140 -463 234 0
-365 1 505 0
114 403 -657 0
352 -584 -240 0
619 -109 -355 0
-700 413 -149 0
-415 -316 326 0
-268 64 -542 0
685 -280 534 0
-281 405 -272 0
-220 -17 485 0
-330 529 650 0
195 234 -450 0
414 -72 -269 0
-118 -190 523 0
-217 44 685 0
-643 -36 128 0
477 -497 610 0
-25 -343 -427 0
638 -533 670 0
-699 -219 -597 0
183 72 439 0
-63 -87 -585 0
-351 -89 21 0
381 124 111 0
-201 -56 -363 0
263 -153 381 0
431 -368 15 0
-209 604 -348 0
-86 160 -135 0
10 654 -417 0
-615 -271 153 0
234 125 574 0
644 389 206 0
-205 345 336 0
-168 -157 689 0
471 -146 -686 0
366 -409 51 0
386 -586 410 0
-118 267 -350 0
241 325 -38 0
421 -126 -356 0
292 576 -450 0
212 56 -488 0
-469 -127 310 0
580 -461 -633 0
-361 -182 -652 0
692 -505 -399 0
56 -534 -53 0
315 374 -64 0
481 -201 25 0
101 416 99 0
76 -466 -173 0
418 -348 150 0
566 -315 -599 0
-588 213 -468 0
630 -193 -281 0
-57 -689 -259 0
471 174 -11 0
-517 -47 -61 0
574 -109 -519 0
-604 648 49 0
-129 -121 153 0
163 214 -23 0
448 -533 19 0
-518 -217 628 0
295 448 -231 0
-516 -139 94 0
-139 287 -164 0
-694 -141 -464 0
434 -354 299 0
143 23 -327 0
-392 22 -98 0
251 585 125 0
-185 426 7 0
699 -222 -351 0
496 580 -310 0
-318 674 568 0
262 237 599 0
-320 -454 -556 0
-85 455 -62 0
-27 342 -45 0
388 -2 -553 0
-114 -606 -676 0
14 113 279 0
598 674 51 0
423 352 205 0
111 496 36 0
151 3 591 0
-474 11 365 0
87 -242 -441 0
44 217 -442 0
39 -373 429 0
-546 -430 31 0
546 -182 144 0
53 -178 -242 0
-218 342 -438 0
263 489 418 0
638 -145 -233 0
21 189 127 0
-518 361 -89 0
-467 -490 384 0
-348 576 -10 0
690 364 627 0
489 -84 -700 0
-211 -123 -677 0
162 -93 17 0
-216 348 -37 0
-60 314 -348 0
-441 614 349 0
417 186 -218 0
-416 44 -370 0
-194 -44 -442 0
148 -293 457 0
221 -419 222 0
-411 552 73 0
-423 248 2 0
62 507 636 0
330 515 558 0
332 -264 -111 0
-402 -371 -514 0
-577 -509 209 0
-342 -108 -284 0
-597 690 340 0
-474 560 310 0
-190 -577 -77 0
97 -646 365 0
-529 -302 518 0
354 564 508 0
194 -17 -459 0
220 -193 468 0
-235 -484 -447 0
-225 119 -636 0
153 472 522 0
513 -473 -149 0
369 263 651 0
298 -651 -228 0
-608 -694 -624 0
482 50 176 0
-540 -260 -577 0
-383 -45 522 0
-133 -76 418 0
457 -447 84 0
-8 -26 -42 0
656 360 617 0
-595 -403 -432 0
-680 656 222 0
-90 198 525 0
35 -374 697 0
29 331 -403 0
-242 -96 583 0
54 700 599 0
682 -142 292 0
324 465 -74 0
-455 157 186 0
491 -223 -641 0
-154 -236 298 0
526 -544 166 0
225 254 -214 0
428 497 444 0
-166 -276 383 0
474 258 647 0
-430 14 -378 0
-438 678 343 0
-556 687 -142 0
396 -675 -535 0
-657 259 257 0
-439 89 357 0
678 -41 503 0
62 -111 686 0
-76 12 -609 0
-158 -596 664 0
-575 4 -423 0
-235 -445 -211 0
-376 -455 -78 0
261 -372 439 0
-59 462 15 0
655 -90 344 0
-298 -632 -294 0
-465 -347 425 0
489 -262 210 0
51 208 270 0
521 -155 417 0
-430 700 573 0
-511 -289 -542 0
-326 699 -127 0
498 687 282 0
-80 56 -35 0
289 673 -109 0
-178 -126 -543 0
-651 -215 -345 0
514 492 358 0
326 -294 537 0
-617 499 137 0
603 43 -403 0
-317 -597 633 0
-630 -259 141 0
570 642 205 0
374 -441 -194 0
379 -273 -204 0
-666 -558 647 0
351 -82 229 0
72 2 -48 0
-682 -471 376 0
-660 -397 656 0
-412 -687 -234 0
-347 -591 477 0
-399 644 -419 0
-92 629 -226 0
549 374 236 0
-465 548 7 0
312 -190 -430 0
440 -111 -253 0
279 219 -133 0
-325 272 295 0
-244 -632 454 0
159 679 304 0
-479 -661 6 0
163 -322 417 0
188 -607 533 0
-479 -471 439 0
561 -547 9 0
256 -217 -636 0
-606 -493 -305 0
-399 -117 561 0
-384 -450 136 0
51 447 117 0
699 655 -677 0
251 114 655 0
-125 -178 167 0
159 -294 552 0
-447 -198 -226 0
655 326 -526 0
370 -417 502 0
-180 673 302 0
-532 11 -547 0
375 234 143 0
75 606 -104 0
111 -368 271 0
-489 291 314 0
-199 390 -466 0
-460 -547 435 0
643 -482 206 0
47 122 182 0
518 -604 -41 0
-2 658 -616 0
-672 343 428 0
-572 553 -363 0
-296 -338 -276 0
-629 230 -628 0
245 -333 -48 0
-227 542 188 0
-133 637 -431 0
-476 -349 -630 0
209 -576 -657 0
155 659 -115 0
-535 -460 -376 0
58 -570 -544 0
-448 -446 -462 0
-87 141 -640 0
36 626 460 0
-596 -14 -570 0
-609 -603 237 0
439 277 488 0
673 6 -344 0
591 57 -233 0
-102 665 -159 0
-515 21 570 0
-177 -375 -381 0
253 -633 147 0
-520 165 64 0
519 525 -322 0
-475 315 -251 0
-128 26 -288 0
-244 90 -281 0
146 170 -470 0
42 -346 -6 0
-554 -491 472 0
544 -337 -119 0
133 -690 -627 0
-210 282 219 0
614 410 533 0
-67 -680 646 0
-675 -695 -568 0
-26 655 -52 0
-156 -684 -315 0
-93 42 318 0
-16 -667 -337 0
518 -227 -415 0
-609 676 230 0
-197 367 683 0
418 -604 387 0
-681 -236 226 0
-549 -170 -312 0
-47 -377 -605 0
-576 -426 482 0
168 331 -578 0
326 -370 -560 0
391 -137 -661 0
-190 -669 698 0
55 577 -410 0
-92 107 539 0
-645 412 437 0
243 40 220 0
60 -535 70 0
504 -57 176 0
65 -171 -364 0
-640 311 510 0
-596 676 352 0
441 -174 -390 0
626 -284 -21 0
-444 -85 15 0
442 -91 407 0
607 -356 -608 0
-394 89 520 0
439 317 -632 0
147 -503 448 0
642 675 -511 0
-568 680 -239 0
-614 -197 -148 0
358 -387 266 0
-632 -464 -681 0
234 -457 370 0
-52 309 -676 0
-453 463 69 0
52 -328 -561 0
415 687 -233 0
-119 -608 -146 0
-565 -283 -543 0
323 -196 -174 0
-328 245 -203 0
-17 194 -343 0
-586 -364 153 0
-278 30 123 0
575 461 -239 0
63 -434 -676 0
-112 563 78 0
45 70 -56 0
578 527 -407 0
336 -461 126 0
687 83 389 0
-456 621 409 0
665 -190 -288 0
647 664 -119 0
341 488 -280 0
552 -244 -514 0
-37 -662 -89 0
347 -294 -269 0
-606 324 -90 0
431 661 -132 0
361 -62 18 0
-450 14 -507 0
564 -392 48 0
-386 -591 183 0
286 -221 700 0
-2 282 543 0
585 125 510 0
-610 208 383 0
-548 -163 641 0
374 -492 -642 0
74 533 681 0
517 -98 673 0
567 -572 388 0
-44 436 494 0
26 98 357 0
-339 -591 -624 0
331 -642 -210 0
-162 389 -305 0
668 -28 -280 0
-422 -513 -154 0
-166 55 468 0
415 234 116 0
208 50 -621 0
-656 -100 278 0
309 -576 107 0
86 512 269 0
293 583 -553 0
530 625 -543 0
-406 445 -187 0
-215 44 -693 0
66 336 -543 0
356 365 -359 0
685 -627 -277 0
192 -488 30 0
539 -36 140 0
-257 -195 83 0
322 -230 500 0
354 508 562 0
-649 -297 -177 0
504 -96 387 0
-67 -372 569 0
-669 -531 22 0
-607 206 640 0
246 645 -546 0
248 620 99 0
50 592 -400 0
188 -221 -576 0
151 -382 450 0
384 238 520 0
644 -307 -457 0
-574 487 649 0
53 -657 31 0
-454 138 -181 0
-480 -647 132 0
-59 82 -255 0
621 281 -261 0
-138 -316 343 0
445 -86 -369 0
-449 483 -472 0
-398 191 -558 0
385 21 -400 0
261 -145 -76 0
462 -395 171 0
-351 -109 -464 0
-139 380 152 0
-696 272 -95 0
94 52 -68 0
666 401 -620 0
262 -574 88 0
679 -154 269 0
192 -139 623 0
-75 562 239 0
-250 458 471 0
466 192 283 0
220 111 362 0
-184 347 62 0
203 -471 -483 0
-619 180 -153 0
-317 -111 -474 0
-508 210 -535 0
358 -512 275 0
-9 -89 -274 0
-146 263 338 0
-1 -214 554 0
580 283 394 0
146 156 -576 0
93 596 -5 0
-396 649 276 0
639 -309 491 0
468 398 -149 0
-563 -417 11 0
571 130 248 0
259 -267 304 0
-660 -62 536 0
75 684 424 0
-81 -327 515 0
121 -336 -143 0
-275 617 391 0
567 -555 72 0
34 134 -594 0
-189 621 -477 0
16 -397 -87 0
-303 403 492 0
304 -571 -449 0
-344 465 493 0
269 -10 -297 0
-100 412 189 0
-94 240 259 0
-488 668 -650 0
-482 58 -55 0
363 433 55 0
-674 -457 -227 0
475 591 -555 0
-691 484 -454 0
-309 -23 -172 0
-349 335 67 0
-474 -553 286 0
33 -563 282 0
-556 284 289 0
163 -334 -458 0
-303 -274 -466 0
13 202 -155 0
378 -159 -276 0
-614 -77 -494 0
-595 -127 -319 0
670 -640 -30 0
-630 334 108 0
-489 357 -150 0
-231 -562 -215 0
-664 -206 -628 0
-234 -590 214 0
583 203 -86 0
189 -281 -467 0
213 -225 7 0
-341 -272 636 0
222 -550 -601 0
-128 -34 200 0
-399 411 -612 0
585 388 -151 0
311 420 114 0
192 -683 -130 0
374 -194 -537 0
70 -113 -5 0
-305 417 -364 0
367 -20 583 0
-99 -363 -64 0
491 573 -95 0
178 -584 435 0
-54 72 -603 0
317 -351 177 0
199 -300 -192 0
153 686 600 0
-358 584 -509 0
-222 698 -525 0
647 535 570 0
-528 -572 -221 0
-149 450 546 0
180 -366 155 0
-557 530 529 0
654 371 -315 0
-62 368 207 0
-433 195 -58 0
-696 64 -620 0
244 405 435 0
509 407 89 0
-459 -680 -449 0
-370 530 278 0
-266 188 -463 0
-581 -556 -611 0
-278 155 -222 0
461 87 514 0
301 88 635 0
553 -459 -440 0
107 450 211 0
-131 -108 213 0
277 -693 -545 0
-100 -101 -15 0
-96 63 -488 0
674 30 371 0
-182 -393 -115 0
-319 544 3 0
-181 313 78 0
430 427 -406 0
-337 -376 499 0
366 147 696 0
-172 -464 -185 0
374 272 -569 0
522 282 -159 0
32 234 -545 0
383 -490 611 0
-228 -112 375 0
215 -37 624 0
232 -4 145 0
436 391 236 0
646 503 467 0
-549 323 -57 0
147 348 339 0
414 -667 630 0
198 -204 -558 0
635 -551 456 0
142 78 -670 0
-31 -302 -136 0
380 261 89 0
339 -506 461 0
680 483 661 0
228 -324 -89 0
-536 -299 -531 0
-479 427 637 0
487 -678 443 0
-310 172 456 0
-124 85 519 0
-40 -85 -35 0
-286 691 -431 0
207 17 -480 0
636 -278 651 0
-60 -641 648 0
594 116 -577 0
397 -92 270 0
74 -103 -240 0
-658 -562 -142 0
294 -657 -52 0
186 267 -698 0
-252 -211 -253 0
-95 -584 573 0
-190 -570 53 0
668 -498 395 0
-608 -177 483 0
158 -317 -107 0
121 -77 -643 0
-316 -400 491 0
334 -166 -94 0
-107 370 145 0
-69 447 267 0
-621 681 -177 0
220 238 -556 0
-493 -151 -286 0
71 -238 -279 0
117 301 -468 0
257 -695 -658 0
-683 -43 -309 0
83 14 -33 0
37 -572 -641 0
328 446 522 0
54 -120 -684 0
-224 -502 291 0
-260 686 649 0
-232 356 340 0
644 183 338 0
-22 318 198 0
334 -265 -661 0
-526 -505 -506 0
-631 -134 -334 0
-587 -676 -145 0
-402 671 -128 0
283 -593 214 0
189 -9 220 0
77 -173 -492 0
49 -442 -386 0
372 -526 -581 0
153 -511 -213 0
-238 -362 112 0
437 -150 228 0
293 -645 -274 0
249 31 -414 0
-650 230 456 0
-393 109 -582 0
402 76 274 0
-445 -695 -357 0
337 -467 -542 0
-391 400 -356 0
-465 -676 526 0
514 86 240 0
-286 -233 378 0
470 -334 -196 0
660 -448 47 0
383 -102 -553 0
159 482 -323 0
-88 311 -148 0
337 610 -585 0
-153 95 -203 0
295 283 259 0
258 -187 -288 0
-162 -374 -414 0
24 180 3 0
388 -671 347 0
53 -191 -442 0
127 80 205 0
188 349 -193 0
692 -380 445 0
-698 -572 -676 0
313 -559 -243 0
-383 377 -493 0
330 9 -452 0
-574 478 557 0
322 280 -350 0
-408 -550 -519 0
27 65 -469 0
-44 -212 -127 0
121 -186 380 0
-502 507 274 0
239 155 393 0
81 -512 152 0
85 398 -331 0
267 216 18 0
608 568 344 0
-387 366 196 0
-170 -181 623 0
302 558 -278 0
-532 -319 -541 0
455 -508 -129 0
-247 343 349 0
-678 379 -693 0
-47 62 507 0
-477 408 678 0
698 598 49 0
690 290 27 0
597 644 424 0
-111 338 516 0
-349 -625 691 0
330 514 -618 0
597 -690 -452 0
-568 -143 -54 0
-656 106 386 0
-308 411 484 0
590 226 -564 0
-84 -468 358 0
-348 -658 -587 0
224 615 457 0
250 492 -66 0
421 -678 578 0
470 -452 531 0
57 291 -91 0
635 265 -385 0
-362 -669 -123 0
-11 -581 388 0
454 28 84 0
-282 568 72 0
-192 37 -700 0
-52 253 62 0
-520 184 -302 0
-343 27 -484 0
-348 -8 -484 0
-567 -525 441 0
-625 -97 201 0
284 118 371 0
-411 -432 632 0
686 633 -498 0
681 -424 -535 0
218 -62 -82 0
-61 609 379 0
512 -491 -82 0
306 -687 -219 0
442 471 421 0
-680 419 311 0
-29 593 667 0
-93 247 153 0
-217 79 367 0
253 -141 -290 0
482 -251 -537 0
224 580 -566 0
583 541 298 0
323 288 241 0
-1 315 24 0
680 398 -359 0
14 -444 -657 0
-307 -629 -282 0
624 485 38 0
679 -197 -396 0
393 -10 -546 0
565 -634 -658 0
328 677 61 0
285 548 -75 0
-606 451 -666 0
4 -685 43 0
246 19 -126 0
683 -170 509 0
-196 -381 -48 0
205 178 14 0
126 425 121 0
-18 170 -246 0
197 176 -571 0
-486 -573 222 0
-493 -116 -605 0
285 -174 260 0
-19 236 -62 0
162 -619 -1 0
231 159 47 0
-572 -694 -112 0
61 684 -370 0
338 550 -339 0
693 625 299 0
677 233 646 0
490 -564 -109 0
496 594 183 0
-594 -12 -230 0
-215 -660 -534 0
537 538 120 0
-520 72 -398 0
-352 49 150 0
610 -606 -665 0
657 417 369 0
-472 -699 -335 0
-227 -199 260 0
574 -73 351 0
-171 372 -189 0
206 256 -308 0
223 -279 92 0
-438 281 -317 0
-388 -273 206 0
433 118 30 0
598 -606 163 0
166 -591 -600 0
87 465 -636 0
-146 532 -343 0
-512 349 564 0
-265 -374 484 0
-19 -419 443 0
-136 550 -19 0
130 -146 477 0
-692 211 -306 0
207 -33 -99 0
442 207 -659 0
17 -587 382 0
-250 -404 312 0
-98 500 540 0
-99 -108 -472 0
-287 366 85 0
181 327 655 0
482 -3 -332 0
-121 279 -648 0
444 -181 300 0
-314 148 -582 0
193 -171 7 0
467 -686 -438 0
-472 610 -665 0
69 48 -563 0
-126 657 338 0
-630 481 110 0
-226 365 -327 0
-520 -202 -170 0
-623 -94 -561 0
14 345 -559 0
-397 291 471 0
350 -222 -673 0
-92 -74 -407 0
-677 -193 119 0
269 -356 -108 0
-327 77 -258 0
-405 -509 673 0
81 307 265 0
-529 -543 401 0
161 387 -622 0
-201 -105 109 0
-34 -500 182 0
661 -165 445 0
474 -463 -418 0
514 531 170 0
206 356 231 0
-485 667 -691 0
-45 316 698 0
44 305 -615 0
623 620 204 0
-295 -183 457 0
457 526 -442 0
-676 250 144 0
-308 367 310 0
454 -389 -253 0
687 -660 557 0
639 547 673 0
195 -447 625 0
683 -574 297 0
-450 362 -694 0
-561 -612 -262 0
-194 592 431 0
-467 241 -69 0
53 608 342 0
-293 -183 459 0
156 -437 -514 0
210 147 538 0
420 28 69 0
-174 -154 669 0
-468 381 538 0
-571 -565 663 0
-498 -264 -408 0
256 -328 -616 0
-229 -188 269 0
365 -530 364 0
192 394 599 0
-475 598 31 0
658 -592 82 0
313 421 -202 0
169 431 -646 0
-334 261 -224 0
360 -696 -641 0
145 -227 -348 0
162 -424 -7 0
-307 -252 -16 0
519 211 42 0
342 170 108 0
-396 472 -570 0
-134 -653 -507 0
-313 688 79 0
-589 -511 -409 0
142 594 -103 0
660 -304 -357 0
-495 360 -499 0
-671 365 599 0
133 -335 72 0
-529 683 241 0
-395 505 -691 0
139 526 228 0
266 433 122 0
-420 624 523 0
182 -286 276 0
682 -683 -360 0
412 -205 566 0
-537 -568 -255 0
94 256 -32 0
-520 435 245 0
124 -88 326 0
559 392 -372 0
-677 157 493 0
-31 576 -100 0
116 -129 -132 0
411 157 -57 0
636 -508 -515 0
-214 -42 432 0
692 -542 -504 0
-283 135 -42 0
-604 -135 -302 0
-136 -257 20 0
-580 -328 246 0
391 29 50 0
-520 -672 492 0
522 499 -523 0
-305 -327 405 0
605 -397 599 0
-674 193 -654 0
-693 92 -451 0
304 387 694 0
-649 -383 -141 0
237 260 218 0
-697 -207 -468 0
-279 -316 -19 0
-485 103 19 0
-671 -501 536 0
-645 101 281 0
-577 547 327 0
-306 154 -146 0
489 -325 -587 0
-158 231 210 0
-660 -684 511 0
664 -150 393 0
-229 12 -70 0
371 56 546 0
-397 -168 319 0
-377 -617 -29 0
167 396 231 0
-42 518 131 0
376 682 428 0
442 -213 -463 0
20 -665 598 0
571 331 113 0
69 10 -597 0
451 136 511 0
-250 289 -239 0
-378 342 699 0
413 -124 581 0
-646 -564 -492 0
-596 -332 69 0
491 362 -210 0
471 667 -682 0
-483 557 -358 0
-273 141 -240 0
-467 476 -495 0
16 -162 -446 0
-209 226 -453 0
-679 567 -510 0
-40 -655 -355 0
-604 521 -298 0
297 260 -152 0
-345 313 9 0
105 -290 -698 0
-648 -373 469 0
683 -525 -685 0
-205 -104 -527 0
135 667 -55 0
-279 121 -129 0
-139 33 -322 0
641 -254 -374 0
-621 483 425 0
295 -273 286 0
-411 -94 113 0
688 124 -244 0
-199 353 -470 0
480 -570 -583 0
452 -685 -667 0
325 -316 -25 0
592 502 -419 0
430 38 680 0
-444 53 664 0
2 474 599 0
-522 516 21 0
-449 -291 -297 0
448 -681 433 0
242 -463 600 0
177 176 600 0
-356 688 -89 0
90 482 567 0
-237 -426 520 0
-475 -88 -543 0
-148 -545 -522 0
569 -50 -108 0
-561 61 167 0
-661 -142 398 0
-316 -24 -374 0
166 142 -1 0
-572 496 -194 0
-628 -504 667 0
386 325 550 0
-479 -529 70 0
-603 220 516 0
249 -39 -186 0
215 34 335 0
659 -367 11 0
-213 555 -22 0
475 -71 652 0
257 -607 84 0
287 584 640 0
-3 175 463 0
-84 -250 542 0
171 -341 63 0
88 -583 107 0
-506 -93 -274 0
147 -520 -667 0
-229 264 -129 0
14 616 -381 0
-444 197 215 0
191 197 -126 0
131 -489 202 0
-275 194 -65 0
-31 -470 -320 0
-31 262 -491 0
329 380 475 0
20 -485 401 0
-456 -417 -625 0
-659 -454 73 0
85 187 -514 0
-231 529 -483 0
-382 601 -484 0
35 -653 3 0
-230 -17 -697 0
298 64 533 0
617 214 -570 0
-294 529 -592 0
148 -341 -653 0
-154 -589 582 0
-84 -360 181 0
-370 -234 -653 0
155 -40 -175 0
-271 -512 199 0
-640 676 550 0
155 501 -161 0
520 379 -512 0
-79 -616 466 0
-359 344 -659 0
-212 -168 -150 0
-634 581 203 0
311 449 151 0
480 -136 -93 0
113 388 -541 0
-347 -348 -666 0
-566 -675 155 0
-33 342 504 0
670 -410 -628 0
-26 -163 251 0
458 596 16 0
42 419 -183 0
181 -334 65 0
-692 650 82 0
-47 284 -143 0
490 528 541 0
-242 -681 -256 0
340 668 576 0
180 201 3 0
603 98 -171 0
35 247 -566 0
188 -665 352 0
-396 522 398 0
660 -259 539 0
519 335 442 0
76 -61 -431 0
509 -58 -661 0
-145 469 542 0
659 181 458 0
-405 130 -144 0
-268 -682 225 0
444 -198 620 0
393 84 -408 0
-240 107 -124 0
-147 699 657 0
411 -604 656 0
546 496 335 0
-321 -212 586 0
-676 325 371 0
365 679 -586 0
37 -438 -636 0
-686 218 -261 0
-668 -455 498 0
160 433 -527 0
174 405 278 0
-238 -130 304 0
-311 459 82 0
258 171 596 0
-298 -502 115 0
691 -130 -10 0
-67 211 531 0
-693 468 59 0
573 -551 568 0
371 367 535 0
468 -485 462 0
-204 -33 57 0
269 276 524 0
-389 265 -545 0
-174 -225 -609 0
-575 -454 -333 0
-549 -525 -60 0
-654 -274 16 0
