c A permuted SAT Competition 2007 formula with seed=557025447
p cnf 700 3500
322 -449 221 0
241 461 358 0
-75 -258 651 0
613 262 442 0
-520 -592 -144 0
75 -272 -408 0
678 -553 162 0
-324 -461 -306 0
-316 -94 -430 0
-144 86 596 0
-691 -194 521 0
319 -651 -56 0
-628 55 155 0
133 -668 -264 0
585 19 25 0
-434 -424 549 0
457 235 -80 0
241 -335 -205 0
18 597 160 0
600 -11 157 0
528 -319 347 0
-91 -142 350 0
265 -520 285 0
486 626 656 0
58 669 91 0
-321 -264 -561 0
-285 331 -465 0
-368 317 557 0
74 546 -634 0
285 -245 308 0
-80 -162 427 0
318 32 48 0
-47 -532 378 0
466 -136 -157 0
-684 -205 565 0
625 -672 429 0
284 -481 531 0
622 -595 482 0
-276 -208 -519 0
127 626 -36 0
374 -668 484 0
-269 679 370 0
146 241 410 0
-317 386 521 0
232 95 -399 0
32 132 587 0
482 -499 649 0
-452 371 615 0
-155 -95 600 0
-512 -156 472 0
24 -179 144 0
16 -654 -508 0
465 -149 -79 0
117 354 482 0
-49 616 -653 0
281 -490 322 0
-103 86 2 0
-161 -345 -296 0
595 -218 383 0
-158 -399 -691 0
164 401 -566 0
-69 -184 251 0
-253 -335 -32 0
94 -476 394 0
-177 549 180 0
-174 -303 -277 0
-5 -150 -455 0
414 83 -396 0
600 163 -140 0
-565 -559 628 0
692 460 -680 0
-336 609 237 0
-503 193 357 0
659 -334 -374 0
-131 646 -444 0
43 -315 -77 0
-489 -262 -671 0
31 -406 -542 0
302 586 -149 0
63 -29 431 0
-139 -673 -632 0
-246 -479 -550 0
19 587 -203 0
47 691 681 0
-208 -283 565 0
-655 310 -494 0
331 690 345 0
-239 -688 -413 0
-344 -326 216 0
114 -295 -602 0
-429 -221 -487 0
587 -76 -440 0
145 551 684 0
-690 -507 344 0
-226 467 227 0
293 349 540 0
306 125 -233 0
-293 -139 -5 0
75 203 608 0
377 50 660 0
-509 373 -240 0
-636 508 211 0
414 339 415 0
35 -145 218 0
-150 402 51 0
54 -87 -525 0
591 540 629 0
-476 526 -656 0
-414 290 -675 0
321 466 620 0
-351 -281 299 0
608 -111 185 0
-480 623 221 0
-441 -82 74 0
317 177 97 0
-514 -164 -700 0
-5 -233 -488 0
-510 291 352 0
281 262 -194 0
-515 123 256 0
382 407 667 0
462 43 524 0
443 350 -204 0
-374 183 526 0
-33 -482 71 0
-154 -605 -66 0
298 135 388 0
489 78 -689 0
73 -394 -400 0
384 -275 -211 0
163 -376 205 0
-37 -681 -210 0
414 -579 -498 0
-150 351 298 0
392 -578 650 0
-528 267 105 0
634 -211 520 0
477 -246 -89 0
-582 -268 -318 0
-95 -389 -303 0
-596 368 -25 0
36 335 376 0
-38 548 17 0
153 -628 106 0
432 -4 631 0
231 -218 136 0
600 390 175 0
-26 580 -141 0
-657 -162 121 0
23 -389 545 0
416 600 66 0
6 308 -565 0
-93 551 169 0
631 -613 -520 0
-259 653 338 0
-340 -240 -400 0
-68 -178 -418 0
483 598 303 0
503 269 73 0
-467 -642 289 0
-68 -518 -171 0
673 498 521 0
673 637 -461 0
250 -344 -383 0
334 -456 184 0
216 47 -503 0
658 -164 690 0
43 -589 -212 0
682 415 204 0
-273 -277 -237 0
74 7 -469 0
648 -480 -295 0
-465 625 -174 0
-584 178 -14 0
-575 -698 62 0
-358 234 26 0
618 390 238 0
-145 350 -611 0
461 31 337 0
613 684 -140 0
-615 245 -151 0
-669 147 50 0
188 432 562 0
-98 -30 386 0
392 -657 30 0
-662 -635 -226 0
-588 -17 -178 0
518 197 -237 0
279 -43 -224 0
-251 118 123 0
-621 508 -326 0
276 -29 242 0
233 273 189 0
657 87 -457 0
144 -511 -526 0
-671 232 105 0
-378 254 -132 0
89 294 -247 0
629 -559 -545 0
296 -407 -683 0
647 6 131 0
-169 -294 -504 0
-402 50 53 0
454 -471 278 0
-480 -501 670 0
216 -265 -679 0
-426 -217 85 0
667 688 579 0
275 612 180 0
664 100 -87 0
450 -336 654 0
506 288 265 0
-675 -222 -30 0
536 525 166 0
-395 107 298 0
-632 97 30 0
-596 436 -333 0
332 -496 -327 0
477 228 700 0
287 -483 387 0
689 -524 581 0
-577 160 -336 0
517 -12 -486 0
-151 517 108 0
-194 63 -156 0
12 -677 209 0
360 -453 -201 0
81 565 207 0
-108 -589 -40 0
-546 348 238 0
579 -592 30 0
572 351 -662 0
301 661 -117 0
-478 351 174 0
-594 677 -246 0
-554 559 -79 0
-154 -670 592 0
-663 -74 460 0
-414 -555 496 0
-89 -525 -88 0
291 160 -33 0
-31 166 116 0
200 -100 -331 0
328 -598 -518 0
184 -366 61 0
-56 12 481 0
401 -294 -2 0
-38 -526 530 0
-32 -31 205 0
-625 -357 131 0
-552 -3 -382 0
694 525 -459 0
-92 -56 -224 0
215 187 -409 0
58 -422 -334 0
379 215 -421 0
685 620 -87 0
-17 -458 -426 0
-380 -374 302 0
-205 -496 -489 0
607 -367 -491 0
66 -517 469 0
508 -335 160 0
250 -618 -23 0
-44 423 -115 0
158 -428 604 0
-310 622 -536 0
361 -467 -690 0
343 440 158 0
637 -459 526 0
639 464 227 0
-592 640 -252 0
461 -538 525 0
607 615 -189 0
-692 510 -396 0
-226 -363 -367 0
653 -448 -491 0
-116 167 -81 0
378 43 -675 0
347 -395 165 0
-5 -130 352 0
-232 -658 -103 0
-252 -120 131 0
-22 166 138 0
-25 300 144 0
288 200 624 0
589 689 304 0
649 -480 407 0
263 -488 -326 0
391 -604 -428 0
-517 -99 -674 0
147 323 -43 0
-699 284 -676 0
205 445 316 0
-334 100 -685 0
-331 112 -96 0
179 -615 -487 0
-646 -546 217 0
-285 -616 -444 0
-310 87 -636 0
-537 453 -581 0
28 -652 385 0
347 117 338 0
-151 -269 -156 0
664 240 -277 0
-306 593 521 0
-180 473 -75 0
199 300 -255 0
469 -188 -88 0
511 642 -510 0
250 69 186 0
-443 -295 -554 0
-22 163 243 0
-44 -365 -653 0
-369 -587 -218 0
168 319 179 0
-685 -183 -479 0
485 -103 -426 0
-307 166 589 0
652 -475 116 0
554 -198 -31 0
419 697 -581 0
-455 28 -101 0
423 -627 20 0
26 -639 185 0
-368 -170 -180 0
-635 451 -104 0
517 340 -35 0
-600 -609 -558 0
-343 -403 -64 0
-174 -344 -446 0
479 448 157 0
181 -11 -546 0
-354 -629 156 0
318 -679 -409 0
-118 181 -140 0
-164 -224 660 0
312 316 605 0
-306 -636 -329 0
-668 -111 -208 0
-100 -509 -380 0
-276 480 -231 0
-121 675 442 0
183 -526 236 0
-64 592 132 0
294 -372 588 0
108 -509 635 0
685 -433 -343 0
618 92 308 0
-606 337 345 0
298 193 -686 0
-121 -540 -678 0
-57 290 409 0
4 -143 398 0
-419 -95 -476 0
187 372 124 0
348 330 307 0
-404 -117 -234 0
-558 455 -97 0
453 -327 -491 0
382 168 -596 0
313 -554 -130 0
179 -129 -71 0
619 -92 -560 0
380 -37 -134 0
-469 -337 672 0
-516 -416 -549 0
-652 -168 -76 0
185 -99 15 0
-352 157 209 0
-644 161 -102 0
625 -654 198 0
-590 -525 600 0
242 -270 439 0
-137 291 8 0
-223 -586 -589 0
147 -468 536 0
82 95 563 0
99 368 -613 0
43 -547 153 0
-475 254 552 0
-48 160 -86 0
314 124 -279 0
-523 -214 -297 0
586 -456 -648 0
-616 470 -516 0
495 516 -139 0
281 -562 611 0
-698 467 -468 0
232 379 -152 0
-283 456 -275 0
53 93 160 0
126 287 -664 0
-139 1 525 0
-403 320 -90 0
-119 -165 -537 0
-162 -134 -256 0
-239 638 663 0
-188 380 -61 0
306 505 193 0
-81 385 -355 0
-188 -558 -636 0
-48 -24 -301 0
-354 -358 -343 0
-219 310 485 0
109 -158 60 0
466 -119 300 0
-364 517 -33 0
579 337 646 0
-646 315 673 0
-24 71 -423 0
-645 -292 -627 0
-333 537 -534 0
-252 695 -453 0
-309 692 -248 0
587 -271 -324 0
655 279 -660 0
171 -390 -447 0
-539 -579 -181 0
-205 2 309 0
-285 373 441 0
118 457 -647 0
112 -673 -636 0
47 392 528 0
-327 134 -311 0
248 556 -538 0
-283 -400 359 0
179 55 438 0
497 -391 -185 0
-359 -275 -629 0
331 20 190 0
350 367 565 0
583 28 331 0
-246 -666 670 0
-124 -17 531 0
-103 639 -174 0
391 -237 -125 0
75 -39 -362 0
-105 3 66 0
-581 -456 -182 0
390 -173 222 0
-13 -251 546 0
-165 -161 -379 0
-524 -646 -402 0
-516 635 -391 0
-620 -358 -542 0
-26 97 280 0
-362 -49 254 0
-446 249 78 0
-64 -234 -360 0
-599 -568 -182 0
28 -323 611 0
-251 -670 -518 0
623 -639 -97 0
505 359 656 0
356 468 -337 0
-663 -142 201 0
-175 21 -109 0
405 383 -76 0
220 -599 586 0
-183 -324 669 0
-554 -280 -589 0
-284 -123 -410 0
530 -152 -47 0
477 680 605 0
536 -564 492 0
235 513 -245 0
-275 -543 -54 0
565 -229 158 0
498 190 393 0
-106 245 -108 0
-350 -511 -482 0
42 -482 135 0
-570 -518 -293 0
-171 -671 -295 0
413 335 662 0
519 -685 -551 0
-264 -615 218 0
-491 -37 -29 0
-384 572 549 0
-239 136 -18 0
102 529 29 0
-72 328 -10 0
-128 -699 -495 0
632 500 247 0
26 477 639 0
60 -244 -650 0
-699 133 656 0
-129 -90 366 0
-82 257 -258 0
-213 566 247 0
-48 96 -519 0
490 671 37 0
-531 -414 -581 0
-653 679 422 0
-248 -40 97 0
474 387 -598 0
-347 -548 348 0
668 638 -93 0
230 -497 -507 0
77 674 -427 0
639 -268 -260 0
-463 -575 -591 0
626 635 38 0
-606 108 507 0
-92 521 668 0
477 -288 -162 0
518 -407 516 0
-52 -401 -59 0
480 281 -313 0
258 -474 -283 0
-266 566 -211 0
405 406 -78 0
-162 601 636 0
-224 474 180 0
298 -516 5 0
-488 678 14 0
278 167 -538 0
-264 359 270 0
-488 428 -134 0
180 599 65 0
562 191 -563 0
483 543 -363 0
-524 98 -619 0
161 636 -175 0
-495 170 -610 0
-124 303 -444 0
-385 127 208 0
-143 -413 213 0
-164 480 -671 0
439 654 -621 0
676 62 -664 0
-452 -536 476 0
166 471 -599 0
-243 41 -104 0
-605 255 -478 0
-196 -429 -158 0
465 -638 90 0
-33 315 341 0
-569 348 -43 0
73 -472 -100 0
-618 281 -231 0
170 -291 164 0
-173 -696 -507 0
-27 459 -121 0
144 623 611 0
-432 565 -176 0
258 221 514 0
119 523 303 0
-428 150 543 0
433 680 158 0
-133 204 646 0
182 342 -691 0
-407 -144 -398 0
-18 -359 25 0
-283 89 117 0
-233 -383 -599 0
543 -308 -416 0
604 143 -308 0
-160 489 297 0
58 636 -218 0
372 -532 255 0
488 670 -686 0
322 313 460 0
-261 -244 540 0
314 59 194 0
-578 -635 339 0
-610 676 248 0
364 -639 310 0
553 255 -355 0
31 -692 -646 0
-359 575 -329 0
-418 474 304 0
55 621 -61 0
-546 165 466 0
-449 -117 544 0
-191 362 106 0
350 -258 495 0
437 213 454 0
-352 50 -227 0
210 485 -361 0
612 207 303 0
-445 315 252 0
549 -583 401 0
247 -529 -30 0
465 -55 -524 0
-294 -94 372 0
671 -518 -656 0
-560 518 479 0
-683 141 -267 0
518 273 -189 0
-543 688 -350 0
566 245 670 0
317 -219 106 0
457 434 121 0
-697 -148 -184 0
348 598 -382 0
147 407 -649 0
-267 -658 403 0
94 -151 -110 0
537 322 -99 0
-260 384 510 0
145 -414 -449 0
-340 -667 -61 0
489 -394 280 0
-677 508 -340 0
621 -448 -276 0
435 70 -525 0
-535 -282 354 0
-203 -249 -589 0
418 372 -475 0
225 486 455 0
170 -537 299 0
671 -357 20 0
233 594 -454 0
24 363 -313 0
-6 396 183 0
-251 33 150 0
-39 375 134 0
139 -564 417 0
-436 -405 -407 0
110 603 -686 0
-604 680 -52 0
-582 1 361 0
-243 589 -627 0
-50 604 98 0
314 -311 207 0
95 114 -578 0
60 -645 -637 0
-370 101 244 0
161 -613 -575 0
-368 41 366 0
171 244 -358 0
557 -305 -447 0
485 -244 -145 0
629 -691 -110 0
-480 -100 -683 0
-669 688 -600 0
431 -595 90 0
634 -299 570 0
294 -337 -163 0
24 -66 403 0
236 -272 589 0
-40 579 388 0
-341 -139 -515 0
-491 -382 -601 0
-32 -628 -346 0
-610 -374 -127 0
531 -353 92 0
-168 407 217 0
9 278 78 0
-47 611 379 0
-149 -270 -245 0
134 108 -479 0
80 -12 -671 0
-189 464 -251 0
131 313 -598 0
-21 76 245 0
507 55 -11 0
-47 -525 -619 0
482 234 -535 0
213 -600 -192 0
-47 474 -683 0
-399 -698 242 0
-693 -54 -84 0
684 -484 -472 0
169 -126 -620 0
48 -91 -622 0
-233 433 -151 0
-575 390 512 0
-617 315 256 0
-364 306 -150 0
546 483 -194 0
510 331 372 0
479 182 -458 0
-291 -516 460 0
386 -337 -412 0
457 -25 -440 0
104 563 359 0
-489 418 411 0
-665 353 185 0
357 24 568 0
-135 -642 214 0
601 -328 607 0
-280 269 303 0
-395 169 214 0
-630 676 443 0
-282 377 248 0
248 5 310 0
-63 649 621 0
-158 -16 -618 0
-403 -485 142 0
700 353 -410 0
-93 541 -429 0
-505 395 -674 0
-572 -461 -443 0
-70 630 -374 0
530 141 -161 0
173 -60 658 0
252 -237 -661 0
307 53 -346 0
479 271 -7 0
76 482 -290 0
361 -580 -262 0
-456 418 -117 0
44 306 562 0
181 -357 -648 0
-378 324 -127 0
98 -182 -124 0
-44 -169 421 0
-348 -481 141 0
-217 -72 -514 0
345 681 318 0
-262 -549 -156 0
417 -591 666 0
244 -167 -55 0
533 -694 469 0
-506 119 -194 0
331 634 309 0
-4 -377 -592 0
393 -440 -127 0
162 342 -17 0
204 -454 489 0
88 -33 339 0
22 105 402 0
590 -100 373 0
-376 94 577 0
-311 -132 659 0
152 478 -564 0
-173 -534 -349 0
317 -14 641 0
263 -390 424 0
-653 -51 551 0
431 -413 -650 0
156 107 577 0
-79 3 -121 0
-32 -299 141 0
-104 -305 -168 0
-646 511 516 0
-271 324 486 0
-410 179 404 0
545 410 -628 0
-525 72 577 0
576 -458 86 0
410 -628 634 0
354 -99 -576 0
-676 -234 539 0
-673 82 -674 0
-695 -334 -673 0
-27 -284 31 0
63 484 -502 0
451 22 -390 0
688 633 329 0
113 -633 40 0
260 -535 33 0
94 -689 -422 0
438 27 -98 0
-532 410 640 0
329 -410 46 0
60 -650 385 0
-153 687 -142 0
-530 423 -425 0
-658 168 130 0
-52 119 -337 0
-103 -230 -419 0
-347 216 -337 0
-402 -658 -406 0
-208 -515 697 0
630 99 -428 0
296 -60 237 0
430 -431 26 0
-420 -403 -365 0
-475 557 528 0
635 240 -195 0
650 527 -188 0
434 -61 549 0
-504 311 -672 0
66 -551 -125 0
559 -546 -525 0
-305 -5 -157 0
-593 -258 -148 0
131 -390 -71 0
-520 653 -135 0
-129 611 302 0
-56 -543 -126 0
655 619 -593 0
233 -39 457 0
569 -530 397 0
46 -170 -526 0
-50 -510 -515 0
-144 290 -113 0
-416 -677 -1 0
-462 214 -519 0
219 -11 -582 0
-564 -583 -395 0
-25 467 280 0
-393 -443 -179 0
-24 -479 -218 0
593 -191 -154 0
540 -81 483 0
-425 28 -225 0
273 -531 503 0
594 -348 -538 0
-17 -450 -34 0
-75 -438 398 0
-343 662 558 0
316 500 192 0
-101 -41 168 0
-551 -64 -436 0
-101 -135 315 0
681 88 249 0
527 -524 338 0
-175 288 111 0
-587 -126 -666 0
-634 -95 -648 0
-194 544 242 0
-607 -200 530 0
137 -199 126 0
325 -593 456 0
-497 21 683 0
-590 -649 333 0
392 -647 560 0
-94 -283 -608 0
-451 447 468 0
404 570 -690 0
534 -202 -438 0
696 -549 375 0
91 -597 -190 0
-380 -248 -508 0
242 -584 551 0
-672 -606 514 0
-146 398 -267 0
-236 -119 -404 0
42 -216 93 0
-347 -405 360 0
-164 44 199 0
-453 610 -404 0
-177 -516 -492 0
434 -6 529 0
-294 -677 -457 0
126 543 564 0
-654 551 -291 0
-317 676 645 0
435 -523 134 0
583 -6 -489 0
-252 -551 682 0
666 -372 606 0
-346 496 -474 0
444 -209 325 0
-128 -370 139 0
-283 -551 -320 0
32 580 -6 0
466 -177 518 0
-62 127 126 0
-128 -175 144 0
-313 117 -269 0
192 158 -18 0
-70 -588 548 0
-456 -224 527 0
347 185 473 0
-248 -308 -518 0
-96 -337 257 0
470 617 258 0
517 -519 644 0
157 -537 126 0
191 -527 -332 0
-68 -474 183 0
-116 -92 499 0
285 -623 -26 0
683 425 632 0
514 659 -360 0
-307 -333 596 0
-99 -232 83 0
612 -346 47 0
220 443 312 0
-175 -578 -232 0
-281 -380 501 0
-492 472 -262 0
-148 -597 -251 0
346 430 -4 0
-668 27 396 0
-326 645 -681 0
632 -127 -680 0
542 -180 -532 0
284 -266 550 0
229 161 -145 0
214 -291 185 0
-174 -136 555 0
-148 -350 596 0
517 106 -555 0
249 221 164 0
-324 -392 143 0
367 68 281 0
-271 30 89 0
447 -641 345 0
-602 653 -311 0
216 -438 657 0
-431 545 699 0
641 -216 -163 0
-259 -331 355 0
-489 74 -375 0
82 593 -413 0
653 -312 331 0
516 -656 648 0
-277 395 585 0
170 -231 -536 0
-62 -329 496 0
259 579 -475 0
45 -689 -438 0
611 -653 390 0
-254 -267 595 0
424 11 179 0
-564 531 159 0
-316 70 626 0
565 -670 -492 0
-199 685 8 0
198 229 -81 0
687 605 -291 0
109 -523 312 0
-129 -161 -631 0
43 -183 313 0
-141 -419 -680 0
-415 -131 -190 0
-241 322 -149 0
-140 -350 -286 0
-225 -367 -608 0
456 293 272 0
-656 408 -390 0
225 99 362 0
-396 482 615 0
-200 513 389 0
480 -339 -492 0
10 -395 190 0
174 580 487 0
248 29 482 0
-295 -261 -612 0
515 661 512 0
347 -441 627 0
-68 -493 215 0
-14 -636 511 0
-409 604 -99 0
-570 -347 666 0
-607 -437 314 0
685 -196 367 0
456 60 165 0
-46 -9 -373 0
-437 530 310 0
198 -226 -263 0
-260 527 -550 0
-218 129 693 0
100 -541 224 0
-234 207 7 0
403 394 -392 0
-699 -16 594 0
432 -321 -183 0
-153 -213 157 0
343 -507 453 0
-279 579 111 0
-157 383 375 0
99 41 541 0
-572 143 -307 0
408 -475 -440 0
152 -62 -242 0
-512 173 -147 0
-315 176 511 0
-111 441 -524 0
565 -89 -459 0
612 395 -574 0
-245 456 124 0
-292 689 -663 0
-420 -515 -402 0
288 -162 253 0
-274 -697 -686 0
176 -97 340 0
320 -153 472 0
265 642 637 0
617 197 -453 0
-613 44 -9 0
272 -627 393 0
-521 43 -412 0
365 -295 -633 0
-129 313 20 0
-257 -183 365 0
586 -148 497 0
387 -164 -106 0
-160 636 -608 0
101 118 171 0
-671 108 -175 0
104 -605 -668 0
235 -389 170 0
303 -59 230 0
160 -46 -657 0
-413 -655 642 0
441 266 -648 0
-388 355 -169 0
-70 -429 231 0
-684 -138 -653 0
-170 -331 452 0
-247 389 -185 0
20 442 616 0
-195 488 580 0
-362 -84 457 0
442 120 -514 0
200 218 473 0
446 414 73 0
176 -352 -601 0
295 394 -286 0
112 -24 412 0
397 245 497 0
198 318 -552 0
524 506 521 0
17 83 -209 0
37 -19 -493 0
-349 382 339 0
-404 -207 -146 0
32 574 123 0
407 -53 -337 0
342 575 600 0
657 -109 -104 0
-452 334 -679 0
-290 -624 -183 0
210 11 -204 0
-127 -537 -89 0
-601 28 -567 0
-460 32 -591 0
491 -19 -463 0
-364 -70 -8 0
162 -6 494 0
-613 390 467 0
-584 302 -361 0
532 334 -670 0
66 604 -251 0
-171 420 -609 0
643 -675 -514 0
-496 571 398 0
198 674 -166 0
507 641 -366 0
99 119 -599 0
-273 276 96 0
78 271 417 0
134 88 373 0
319 196 22 0
148 323 48 0
219 -474 -127 0
44 479 332 0
419 -12 -563 0
-135 381 -13 0
209 -91 -501 0
197 -267 -345 0
167 -201 -498 0
308 -79 -337 0
-174 -32 95 0
-29 45 277 0
96 -460 362 0
-151 229 -259 0
-433 -679 -508 0
-238 -249 257 0
-134 57 634 0
135 65 92 0
487 40 -298 0
660 -497 300 0
568 495 433 0
173 163 -431 0
405 -384 -288 0
234 566 75 0
224 -474 -396 0
-696 -243 -332 0
678 -234 -347 0
84 -23 108 0
-314 442 113 0
-102 -72 -434 0
-151 350 -631 0
-519 -491 642 0
-639 121 103 0
-16 98 -548 0
469 10 380 0
638 -45 -219 0
166 -225 698 0
510 -670 -62 0
-555 489 604 0
-248 -157 544 0
-326 70 -109 0
-587 340 550 0
89 272 -25 0
-272 -487 -503 0
-700 -157 38 0
-367 115 -611 0
-257 657 -662 0
232 -53 -96 0
37 -109 -286 0
-270 -369 -683 0
-89 542 582 0
-471 173 179 0
180 623 494 0
632 -680 512 0
618 -666 -182 0
220 -411 -476 0
-465 453 389 0
576 67 -147 0
43 -437 -425 0
-358 263 -17 0
541 -165 -146 0
292 -434 -583 0
27 649 574 0
-81 -344 -109 0
-300 131 -682 0
145 -153 -422 0
-616 362 -484 0
-437 -2 76 0
298 498 341 0
-476 -194 510 0
-147 -237 168 0
212 -580 491 0
12 666 -490 0
-423 488 -350 0
233 -303 -12 0
-131 488 19 0
447 399 -619 0
-240 -588 257 0
279 414 -441 0
-409 221 691 0
38 -434 -204 0
81 -191 -368 0
-223 -639 -613 0
-87 -264 -618 0
-47 -161 202 0
621 215 -445 0
16 66 -263 0
296 602 350 0
-273 509 318 0
622 -269 -499 0
253 -630 574 0
-507 -541 444 0
43 -559 429 0
-620 -322 -343 0
518 471 85 0
-267 131 -140 0
363 298 255 0
31 -107 401 0
-699 427 -579 0
-505 181 460 0
671 -351 -52 0
74 -420 -289 0
-243 -433 8 0
-301 546 344 0
-421 251 -460 0
-83 294 593 0
-670 -455 -228 0
-11 505 -337 0
-290 593 -503 0
267 -492 -170 0
621 253 -581 0
-540 216 -155 0
-673 -249 -406 0
237 441 -143 0
94 -579 -577 0
301 67 512 0
355 -689 637 0
-693 18 209 0
-147 -556 -577 0
-52 56 -252 0
-672 -636 -550 0
444 586 -687 0
522 -421 -109 0
52 -430 -42 0
359 -644 615 0
-309 593 -71 0
-577 400 -479 0
-232 508 60 0
-650 673 91 0
-563 263 490 0
-195 176 565 0
-116 146 113 0
-56 -675 99 0
-687 -304 67 0
330 660 455 0
-388 552 391 0
613 -94 -451 0
-140 -462 -669 0
-619 91 -436 0
246 71 -40 0
233 -532 53 0
-686 488 -678 0
667 -140 128 0
-251 559 -235 0
669 697 235 0
133 -30 339 0
568 -59 203 0
-344 -383 501 0
-479 446 93 0
360 -74 590 0
-548 316 658 0
-443 264 620 0
-569 -144 341 0
-261 66 274 0
-240 -499 -177 0
298 -502 -646 0
-41 -243 -456 0
335 -606 -292 0
446 -387 382 0
430 117 -276 0
148 -511 176 0
615 -132 -536 0
-676 -215 -690 0
-76 -460 -65 0
-138 465 118 0
34 304 -674 0
-595 -262 -688 0
252 -533 -687 0
-233 385 24 0
-195 -409 687 0
-201 -126 -33 0
148 -431 595 0
-391 -350 -69 0
29 320 233 0
-121 -661 -62 0
306 -326 299 0
72 140 563 0
-682 -312 -191 0
322 246 455 0
-454 348 664 0
404 610 612 0
-207 566 69 0
-460 -291 533 0
-227 -354 242 0
54 504 -588 0
-635 -501 -539 0
47 646 428 0
-219 496 58 0
172 -314 -119 0
425 -30 -402 0
123 -317 -355 0
-384 -44 481 0
191 -117 -520 0
-518 351 -404 0
-180 604 445 0
-143 -388 278 0
-43 -14 -267 0
-582 -448 666 0
-15 643 455 0
226 646 266 0
-674 -452 616 0
364 -153 -194 0
-252 -551 121 0
486 -488 458 0
-266 698 -538 0
19 622 97 0
-68 286 143 0
97 503 697 0
-623 607 603 0
-480 -601 -393 0
-656 603 10 0
-563 397 423 0
-369 537 -425 0
108 -505 -533 0
563 375 -415 0
189 -437 479 0
620 588 646 0
227 449 -373 0
-650 -232 -297 0
-71 -54 -523 0
104 -96 46 0
417 -643 -309 0
-213 -571 37 0
-30 -188 616 0
33 349 -438 0
173 444 640 0
-367 526 3 0
397 308 -589 0
201 550 9 0
-346 548 371 0
-16 -123 -168 0
-220 116 -550 0
-209 432 569 0
198 -426 -308 0
606 243 -100 0
-227 -534 -387 0
178 481 560 0
-329 691 -91 0
567 -641 -370 0
-558 108 588 0
463 459 -100 0
-139 -500 -624 0
124 600 -181 0
-414 325 -425 0
-504 -101 687 0
-321 -146 -331 0
539 505 302 0
-611 106 -579 0
184 -133 -115 0
-401 -540 -128 0
-473 528 39 0
-25 -638 -320 0
-153 -634 283 0
207 -680 534 0
-171 438 -668 0
-358 210 551 0
-230 -165 489 0
-349 335 -642 0
135 -400 -204 0
642 588 429 0
296 -241 178 0
-590 400 -364 0
298 662 310 0
-210 -140 -524 0
-132 -625 -459 0
510 -366 -220 0
256 612 -91 0
-101 104 -693 0
-177 218 -229 0
-102 490 109 0
156 -590 -389 0
-445 140 -663 0
-304 183 -108 0
-273 -550 -285 0
-450 -159 -403 0
-58 -603 -567 0
-344 159 574 0
-33 629 660 0
-249 -318 -135 0
-420 -259 -50 0
-671 368 41 0
469 574 66 0
606 20 -88 0
-494 261 478 0
407 -261 434 0
644 -546 -346 0
-163 615 535 0
-99 370 227 0
327 332 74 0
638 -491 -276 0
-42 -417 -580 0
71 -159 10 0
226 690 590 0
-578 280 76 0
-386 555 -188 0
-181 394 274 0
479 -89 -108 0
30 408 134 0
329 -472 -585 0
-664 268 -341 0
180 682 344 0
-269 383 569 0
435 -642 -538 0
482 162 -52 0
85 -65 -81 0
210 -354 82 0
-278 -591 -622 0
278 -113 -589 0
18 -535 56 0
-309 240 -677 0
-349 -1 -14 0
-108 25 -247 0
538 153 2 0
490 -432 -456 0
-390 -136 -324 0
573 442 -429 0
261 273 -37 0
270 549 -443 0
-598 -643 -654 0
-223 -349 449 0
608 -522 415 0
435 603 -281 0
35 -602 -514 0
-335 440 370 0
-297 514 -26 0
-193 625 331 0
-213 -78 639 0
673 -43 -263 0
-444 -436 -523 0
-528 -194 415 0
604 210 -323 0
388 48 417 0
-214 241 407 0
-215 513 -255 0
-139 479 -683 0
-15 -157 -360 0
-397 -88 -653 0
436 -381 -32 0
-232 -218 643 0
-160 361 -432 0
640 683 -51 0
432 575 -403 0
290 -557 562 0
-91 435 677 0
336 -95 390 0
-558 197 -23 0
-26 205 166 0
2 -325 369 0
-28 634 541 0
-409 -143 428 0
180 -399 439 0
-270 -121 247 0
-473 -524 -223 0
-289 -306 -131 0
511 57 538 0
78 -618 -108 0
502 382 562 0
-231 -173 -696 0
651 659 -516 0
-36 99 211 0
-490 -83 486 0
-395 551 -561 0
-291 190 643 0
248 585 212 0
205 -474 35 0
-662 -309 102 0
34 -369 -560 0
-513 -201 -134 0
632 -124 -412 0
-667 567 72 0
360 -57 -46 0
-44 -73 -152 0
-299 -107 203 0
-159 -450 -492 0
603 543 247 0
333 -539 -202 0
27 -345 -19 0
-648 -19 437 0
237 -579 429 0
-600 -229 -227 0
376 633 -524 0
440 -570 74 0
433 222 623 0
289 -195 -467 0
15 -583 -304 0
-359 -189 504 0
-129 -618 -74 0
386 56 163 0
164 660 -593 0
590 -119 67 0
524 -435 -142 0
-554 430 12 0
382 -44 -696 0
599 -316 -400 0
-353 414 486 0
523 -538 -494 0
-698 66 225 0
645 155 578 0
-599 325 -313 0
-246 287 -318 0
-38 -304 -47 0
476 -286 -679 0
562 -175 658 0
-343 145 203 0
484 -506 -305 0
357 -661 -448 0
-596 -88 -664 0
-490 455 360 0
-677 -691 19 0
-229 -152 -418 0
-233 237 379 0
651 -510 131 0
-312 -197 -51 0
-79 -41 150 0
-135 -22 -155 0
-28 -390 441 0
-577 -551 -8 0
-89 589 521 0
-681 49 -379 0
126 -133 231 0
42 -158 681 0
-495 388 487 0
-585 -349 -687 0
