c SAT09-Contest Parameters: unif k=3 r=4.25 v=560 c=2380 seed=1879859331
c Uniform UNKNOWN KSAT Instance k=3, nbc=2380, nbv=560, seed=1879859331
p cnf 560 2380
174 -126 -468 0
-182 -312 223 0
-408 -425 -395 0
383 -134 113 0
398 13 -194 0
307 33 295 0
-174 -404 42 0
-93 -298 -28 0
278 373 -177 0
115 -363 249 0
489 363 -427 0
-462 14 -525 0
-371 -504 -14 0
241 380 -143 0
-538 -12 384 0
335 -255 -274 0
-235 -162 480 0
-302 -183 -399 0
-216 487 133 0
-32 326 -449 0
303 -462 -362 0
119 -351 285 0
406 -2 272 0
224 479 -522 0
-220 161 -36 0
135 273 335 0
-212 -111 -174 0
274 -421 -47 0
-114 -59 -422 0
-84 -12 -66 0
-293 -385 237 0
80 -54 451 0
-25 -246 -439 0
18 -3 -25 0
95 505 -352 0
154 -211 90 0
137 335 -359 0
-417 -389 -270 0
-395 -261 362 0
-262 394 -3 0
-217 -269 -134 0
-313 527 461 0
-312 149 420 0
-409 145 -91 0
-394 -404 559 0
-412 3 82 0
479 -407 482 0
210 -64 375 0
-217 177 332 0
-308 60 392 0
-557 -274 364 0
-135 -190 -167 0
-288 345 -176 0
-275 382 -194 0
-159 -318 -92 0
-277 -393 88 0
346 478 -203 0
86 461 -283 0
30 -468 448 0
4 -42 264 0
-470 -222 530 0
499 -531 290 0
500 104 246 0
476 383 -126 0
485 315 -450 0
99 558 -103 0
-69 -283 456 0
212 387 236 0
-142 -348 535 0
-233 -43 425 0
6 -292 284 0
-531 -435 391 0
265 -166 359 0
165 -552 463 0
-425 -424 123 0
399 251 132 0
-525 -326 356 0
-169 200 153 0
-175 -497 269 0
131 534 -40 0
-282 -225 -9 0
-506 -459 373 0
428 -315 -316 0
64 -224 95 0
399 -65 219 0
469 -543 472 0
-490 -525 128 0
-83 319 -62 0
-304 -4 125 0
-459 -323 336 0
-67 -481 -377 0
-40 -248 -134 0
343 -370 -53 0
175 557 -323 0
-276 -85 -185 0
19 -104 -300 0
330 226 345 0
393 15 -228 0
-74 -423 20 0
191 -407 333 0
136 -282 -291 0
-160 361 -78 0
-184 -271 112 0
265 -340 255 0
313 -95 -162 0
190 219 537 0
-492 9 521 0
436 -556 343 0
-85 293 175 0
-224 434 85 0
-186 332 185 0
-354 -444 -408 0
-449 -549 430 0
552 378 -272 0
478 360 180 0
278 390 259 0
18 -545 -546 0
-148 -318 -304 0
-531 -34 -114 0
390 451 -35 0
-174 -20 -214 0
-186 -420 97 0
-44 378 -262 0
-111 -244 21 0
450 -389 39 0
-409 -175 215 0
-147 59 -11 0
-411 399 -415 0
-351 333 -109 0
392 203 338 0
-84 -454 55 0
86 508 207 0
-299 -12 286 0
-237 -391 -110 0
362 498 162 0
-245 -462 -502 0
247 -157 171 0
-153 421 -46 0
-30 -223 292 0
-361 -274 97 0
-14 119 480 0
432 87 -360 0
-392 -166 -115 0
-399 -494 -5 0
393 -317 -104 0
540 -195 -32 0
-159 -279 -491 0
503 -30 -15 0
319 -289 475 0
477 -99 -413 0
87 -319 -491 0
395 253 -335 0
192 506 -385 0
365 -374 396 0
387 -36 -546 0
-128 -281 -354 0
-235 301 302 0
111 353 154 0
16 -321 -51 0
-118 468 363 0
-41 -527 -376 0
-533 -509 -538 0
349 -183 -144 0
-318 -294 -548 0
234 -222 258 0
-35 515 59 0
321 380 305 0
519 -446 234 0
-478 187 69 0
-554 280 443 0
-240 275 479 0
-523 365 -508 0
141 202 -49 0
54 426 176 0
416 236 385 0
-113 -36 -257 0
-161 194 -2 0
74 -48 168 0
-149 61 -462 0
-509 -406 -452 0
-303 -294 -391 0
-293 -209 -516 0
-67 -353 304 0
-211 -181 -467 0
-507 -398 39 0
-22 -292 -120 0
305 114 -339 0
164 98 520 0
476 -294 -441 0
178 -55 180 0
-304 434 -516 0
-157 -406 214 0
339 -29 334 0
278 -157 -346 0
-211 -425 -538 0
-357 -244 -315 0
224 -460 182 0
-252 -490 -398 0
268 513 127 0
462 -261 -41 0
369 -519 -69 0
252 186 361 0
264 -328 333 0
457 280 465 0
148 183 -131 0
87 -62 552 0
-319 -422 395 0
311 -276 -291 0
-243 89 -37 0
369 -359 -33 0
215 -429 165 0
407 -104 426 0
-491 35 -254 0
-254 512 459 0
-334 172 -258 0
-61 324 189 0
-350 -411 303 0
-390 452 -439 0
-189 -81 474 0
129 246 380 0
505 416 370 0
-196 -79 51 0
-323 55 -304 0
-360 -65 73 0
420 -226 -502 0
-49 -485 -154 0
-509 453 -396 0
-409 383 373 0
397 58 53 0
440 331 17 0
-150 158 530 0
-369 -101 506 0
204 -96 -258 0
152 -80 -555 0
340 -43 -539 0
-382 125 202 0
291 -13 271 0
328 -314 501 0
-331 -106 -303 0
-541 535 192 0
-84 -80 553 0
-303 292 114 0
275 478 305 0
-40 511 485 0
246 -335 490 0
172 -540 -221 0
-533 255 280 0
267 250 23 0
43 -69 207 0
247 -459 -111 0
-548 401 534 0
-499 25 -211 0
-1 -299 102 0
-244 384 -137 0
-306 -482 -404 0
-32 -315 358 0
493 -235 -489 0
-262 364 -180 0
-322 50 177 0
-175 9 126 0
-130 244 28 0
173 338 478 0
293 -196 180 0
2 239 -87 0
-237 -337 -359 0
98 -59 372 0
-382 -47 -392 0
-426 144 221 0
436 266 -273 0
530 54 -194 0
208 -340 72 0
-352 135 -53 0
-363 -90 -539 0
269 -532 529 0
327 -192 244 0
-232 -116 157 0
-162 -81 346 0
-263 51 -94 0
-102 -443 337 0
318 -350 483 0
334 485 -165 0
-77 29 -63 0
290 -523 -117 0
369 -419 -293 0
103 298 -558 0
-487 374 -221 0
493 305 454 0
336 132 523 0
-355 -467 -22 0
-409 248 -17 0
368 -18 354 0
-160 536 -247 0
-271 52 322 0
91 -346 -330 0
-196 492 326 0
-129 -451 314 0
384 -531 -377 0
228 240 490 0
295 -117 -16 0
447 -65 -95 0
-326 -523 369 0
461 188 551 0
88 -92 499 0
-328 40 312 0
-330 -267 16 0
-224 -24 558 0
-461 25 329 0
-94 -235 184 0
205 -405 394 0
300 356 -558 0
367 153 407 0
224 49 396 0
-263 234 114 0
-110 367 -2 0
-112 -364 307 0
278 22 -505 0
20 -175 -415 0
-445 500 55 0
535 -371 -119 0
-543 -113 137 0
-147 533 284 0
36 84 371 0
221 -57 -374 0
213 277 131 0
-395 -66 -459 0
366 -56 213 0
255 -82 -459 0
278 -149 -279 0
446 311 -515 0
-558 554 -295 0
265 497 -439 0
-99 -398 472 0
-73 -415 523 0
-183 65 -11 0
-375 -367 -71 0
-260 -203 95 0
345 214 374 0
477 -314 108 0
465 -126 224 0
-548 -145 -406 0
-457 550 301 0
-180 277 266 0
519 537 -515 0
549 -374 -388 0
251 74 -169 0
50 -24 164 0
-122 409 177 0
-489 298 407 0
-548 -110 511 0
-397 -312 36 0
391 546 -123 0
178 493 -83 0
140 -244 475 0
129 -487 263 0
-175 -77 -11 0
407 197 255 0
-543 -4 -458 0
24 97 475 0
358 473 -281 0
-160 -276 -382 0
350 127 62 0
-306 253 -519 0
396 -189 250 0
-503 146 -331 0
-31 -322 -168 0
-33 372 -503 0
-540 477 559 0
383 418 -325 0
114 154 -123 0
125 -415 460 0
30 539 91 0
-275 171 302 0
-67 -2 135 0
30 34 -507 0
-108 -309 -518 0
544 -141 -389 0
444 301 -295 0
222 -167 285 0
-550 498 179 0
8 -7 -137 0
512 513 508 0
-442 450 -291 0
537 335 -199 0
15 -348 124 0
-557 -454 95 0
-554 307 -385 0
-342 -502 443 0
342 129 -120 0
-441 -514 -86 0
195 208 86 0
-119 348 -25 0
119 -439 37 0
-293 -181 495 0
188 434 44 0
-219 42 -326 0
168 -206 309 0
-127 -36 -488 0
-327 450 -82 0
247 -200 -411 0
79 480 -495 0
248 129 56 0
-124 304 188 0
-232 -452 -462 0
506 -242 -268 0
-389 161 -467 0
553 197 48 0
558 435 331 0
-533 -17 -124 0
397 -67 -215 0
171 121 -351 0
-427 182 465 0
-315 402 -204 0
-252 175 -41 0
187 368 -517 0
-28 -66 -459 0
-177 200 -388 0
28 8 332 0
-42 388 -291 0
515 306 171 0
345 389 348 0
266 -52 -322 0
11 22 219 0
229 375 477 0
-484 -23 -193 0
-490 392 387 0
45 -142 558 0
-536 -253 -25 0
-350 -173 -309 0
-270 520 -461 0
-486 130 149 0
-495 -48 290 0
-541 53 262 0
145 330 215 0
406 -311 -216 0
-518 -41 -457 0
43 -383 469 0
135 -377 123 0
-264 128 -25 0
112 -266 236 0
72 62 -280 0
-303 -351 412 0
237 -149 -173 0
-131 538 469 0
41 433 442 0
-227 301 66 0
247 -343 493 0
-297 -180 -222 0
156 -229 50 0
-136 -158 396 0
-116 551 -351 0
437 -425 -75 0
-413 -526 257 0
-385 -539 547 0
191 119 131 0
-386 -17 -103 0
-433 405 -198 0
94 -292 -83 0
247 401 520 0
-255 -510 497 0
-328 -326 139 0
-152 408 309 0
476 -95 -462 0
-196 84 374 0
424 193 -441 0
-453 452 -552 0
86 42 140 0
-538 194 263 0
-249 -244 -494 0
-375 -125 170 0
-137 213 -280 0
59 -349 298 0
451 543 -347 0
-180 143 368 0
481 434 190 0
-50 105 -355 0
467 189 -513 0
183 201 -488 0
411 24 531 0
71 14 495 0
-547 530 -246 0
476 -176 408 0
31 531 195 0
219 -6 39 0
-73 -427 -53 0
-290 -345 131 0
23 184 151 0
327 -61 413 0
-196 -301 -314 0
-177 448 -473 0
405 540 461 0
-220 -157 122 0
435 489 -186 0
-190 -413 23 0
268 552 243 0
96 -105 -276 0
-185 489 340 0
-90 -499 -148 0
360 -507 -267 0
-378 -169 131 0
272 -498 -301 0
382 149 267 0
-362 142 375 0
425 67 386 0
-340 -309 -12 0
-359 104 -99 0
509 329 231 0
-26 -392 -332 0
-457 -381 -7 0
-297 -410 294 0
483 -144 -387 0
430 162 -434 0
234 -424 66 0
273 392 -486 0
-299 -185 -268 0
9 217 394 0
172 -286 -389 0
504 26 -448 0
-532 390 118 0
121 -277 219 0
-19 438 -63 0
-323 267 -280 0
7 348 -233 0
-330 -514 -102 0
288 -373 -50 0
290 259 -304 0
439 -556 -113 0
-241 -498 -152 0
263 -374 80 0
-288 137 372 0
-132 -255 -270 0
-151 64 -294 0
-422 296 -3 0
-528 -369 483 0
-256 -311 20 0
170 -271 -273 0
-27 8 -512 0
295 228 135 0
3 537 -391 0
135 65 -154 0
-326 -360 202 0
458 408 548 0
-335 -46 -20 0
197 -123 507 0
405 40 525 0
-554 516 327 0
-425 -385 130 0
71 95 465 0
-296 -136 274 0
-372 162 -28 0
44 -418 375 0
157 409 511 0
-353 -442 137 0
1 -448 292 0
-218 280 -514 0
-506 -329 -558 0
547 -382 -135 0
373 353 375 0
41 362 511 0
90 196 548 0
-116 -147 -296 0
27 298 -117 0
181 -359 183 0
463 548 -151 0
-357 -107 49 0
142 27 48 0
433 44 -484 0
-41 89 77 0
11 493 -243 0
-497 322 -33 0
137 534 -462 0
-485 97 -504 0
128 123 383 0
487 -179 392 0
-502 461 371 0
74 -107 110 0
69 -343 3 0
-185 271 347 0
507 -488 132 0
547 -87 337 0
381 405 457 0
-496 -549 131 0
5 -123 -63 0
-369 -183 -135 0
55 387 -8 0
39 -13 -316 0
-398 435 -529 0
378 320 249 0
-410 -392 -354 0
345 87 549 0
336 -483 471 0
-258 489 135 0
-137 -431 -452 0
-280 177 -333 0
77 -378 -290 0
259 395 413 0
-419 53 242 0
-245 -139 276 0
-235 -332 -106 0
-382 221 -346 0
-6 15 -225 0
145 -537 431 0
-385 37 230 0
-554 307 -315 0
429 -35 336 0
40 424 181 0
480 -172 -523 0
115 157 310 0
464 290 -68 0
63 181 -26 0
478 -297 118 0
-430 -243 -494 0
84 552 -200 0
-66 43 314 0
-399 47 473 0
-534 136 171 0
-187 -290 -81 0
-74 272 404 0
365 13 -263 0
-519 -142 120 0
76 -444 -364 0
-464 94 -420 0
417 -339 -558 0
38 -90 -211 0
-377 -454 -173 0
-12 -106 -461 0
-510 -460 558 0
218 252 543 0
177 -51 -72 0
60 430 406 0
525 292 -313 0
540 -556 -305 0
-198 -408 517 0
138 411 -401 0
450 369 412 0
362 72 448 0
-285 86 -306 0
-273 352 -393 0
-510 442 159 0
281 -182 -368 0
-304 411 -263 0
200 -165 266 0
116 -414 -98 0
215 -216 406 0
379 -424 -216 0
35 -401 335 0
182 90 -260 0
256 -333 281 0
-355 476 -32 0
-386 -448 411 0
-480 -62 -330 0
423 371 -298 0
307 444 -103 0
-509 -100 468 0
-186 -542 -176 0
-278 222 -74 0
559 -37 514 0
-290 -422 -2 0
-290 234 233 0
-490 492 47 0
373 -344 -372 0
-119 302 -107 0
-498 -93 229 0
-170 -196 -156 0
-263 -83 -557 0
301 454 403 0
-502 76 -115 0
498 -20 -412 0
126 -207 -424 0
190 447 -320 0
-402 -251 145 0
1 54 -329 0
260 -221 -297 0
527 92 -184 0
535 82 -86 0
303 -462 222 0
88 132 -299 0
-310 -166 276 0
-42 -324 -416 0
-89 320 251 0
13 332 -548 0
-520 216 -551 0
512 495 58 0
470 -110 329 0
-156 369 493 0
-400 295 257 0
-463 -346 -426 0
83 492 -45 0
554 -371 280 0
-302 -226 282 0
492 423 -509 0
481 -32 529 0
-42 -275 -70 0
-522 -273 166 0
470 -427 -17 0
-295 -270 174 0
-276 -69 -361 0
-205 89 -376 0
-238 221 -109 0
-502 294 -155 0
517 -258 -45 0
-444 527 -67 0
550 169 190 0
237 321 377 0
-283 -449 126 0
-327 492 308 0
456 -296 143 0
-189 75 -210 0
-342 -131 -343 0
-532 -265 82 0
462 473 -432 0
-369 410 -190 0
468 124 -177 0
246 220 -60 0
-324 -68 -451 0
419 557 186 0
-551 196 99 0
-393 -205 549 0
-290 -338 51 0
510 -429 403 0
-166 -112 -33 0
30 -291 -424 0
-51 397 211 0
76 -60 -449 0
251 484 -415 0
-438 26 -182 0
286 81 -437 0
-406 199 183 0
-68 -350 112 0
-236 77 482 0
-484 511 -348 0
8 343 -90 0
33 -147 -178 0
82 27 -372 0
110 -500 207 0
-117 220 80 0
-199 81 -177 0
-201 -106 -441 0
115 -530 -394 0
-279 388 -129 0
79 164 311 0
-305 332 492 0
-556 -157 479 0
-386 559 -174 0
136 334 -110 0
558 -147 486 0
-405 407 -56 0
-124 -470 154 0
317 -421 335 0
-146 -487 -433 0
381 -225 32 0
424 -381 -52 0
49 -488 455 0
-345 -61 -526 0
-239 -305 30 0
202 48 378 0
-15 516 512 0
271 -183 518 0
-281 -289 508 0
-176 -365 -352 0
99 -244 419 0
-225 303 -269 0
188 -255 178 0
447 -515 240 0
429 89 336 0
67 434 -20 0
-372 165 -425 0
-368 -413 422 0
275 -489 -484 0
132 23 25 0
-101 -233 401 0
-266 497 -326 0
-303 413 -196 0
186 23 139 0
282 -298 490 0
-103 413 4 0
-28 466 -139 0
-325 365 37 0
453 471 -336 0
-421 319 361 0
481 -278 240 0
-28 549 230 0
-165 -8 -173 0
529 266 -539 0
488 -98 559 0
494 -362 253 0
491 -308 -213 0
47 -532 -346 0
-98 208 -194 0
404 -27 -367 0
-399 -504 511 0
-242 477 362 0
526 -507 461 0
81 -46 -362 0
476 -361 -147 0
-527 -467 186 0
-108 -300 416 0
-153 508 319 0
-391 408 -129 0
-116 -415 546 0
-83 546 424 0
408 -38 554 0
247 -276 246 0
-44 434 -513 0
100 46 -545 0
-514 545 57 0
-110 -378 50 0
-41 519 -492 0
-350 -281 -426 0
225 302 -479 0
-303 -353 372 0
134 -313 69 0
323 99 -425 0
486 -5 438 0
-441 395 -373 0
-468 -186 402 0
-110 -478 487 0
-224 -95 -531 0
-352 -175 103 0
-227 -154 -165 0
375 -81 -334 0
-557 -458 -304 0
-461 73 289 0
-516 -501 -437 0
181 -26 -164 0
301 264 -538 0
304 480 449 0
-25 190 345 0
141 -559 -430 0
-124 -537 -385 0
340 118 506 0
80 -69 450 0
-222 307 11 0
-330 -392 233 0
-203 -312 -506 0
320 261 -329 0
-532 -456 -408 0
-557 260 481 0
395 423 19 0
-487 -450 -401 0
374 -121 37 0
-281 297 48 0
-522 -214 347 0
-492 -386 407 0
448 -66 -11 0
173 -67 458 0
182 -111 -354 0
-64 203 -537 0
-412 171 262 0
-82 350 -488 0
-54 183 -394 0
223 257 495 0
-492 366 -275 0
-124 250 364 0
-310 102 -32 0
-458 -130 -205 0
160 -540 -201 0
-467 -471 267 0
-54 312 -124 0
-256 -559 532 0
387 -116 -510 0
-480 188 -527 0
-373 521 145 0
-469 -58 502 0
-335 -54 555 0
-364 -455 337 0
-239 -514 155 0
-254 353 251 0
-442 -136 -380 0
120 275 -487 0
-198 -90 209 0
497 121 312 0
-371 243 -219 0
100 92 -39 0
-313 -65 -331 0
297 281 61 0
251 -377 -448 0
-88 133 -421 0
263 452 -196 0
-266 -89 -536 0
-321 388 98 0
-531 447 -160 0
-475 -32 17 0
-400 413 -74 0
221 -556 109 0
-169 243 -470 0
-446 -129 228 0
106 536 -191 0
30 272 -321 0
-489 124 -291 0
455 101 -478 0
451 -112 334 0
262 -354 -301 0
-481 -264 -358 0
-223 116 153 0
-411 -148 -263 0
86 111 272 0
-414 193 -425 0
-29 -506 26 0
485 224 201 0
52 70 358 0
-264 -485 80 0
-258 -170 -141 0
384 379 462 0
72 -93 427 0
112 344 117 0
-513 -24 -195 0
-75 38 343 0
277 -347 496 0
499 -74 303 0
-324 -418 36 0
248 -354 426 0
376 440 183 0
-31 -390 -554 0
-65 -332 -523 0
-78 -490 -393 0
468 -514 -353 0
-249 319 22 0
-352 -402 429 0
506 -328 72 0
-352 16 84 0
246 490 254 0
18 -450 71 0
-279 524 -44 0
515 326 -265 0
12 -546 337 0
-436 -62 -222 0
-87 -257 16 0
-448 190 -415 0
243 -222 91 0
404 543 -131 0
