c SAT09-Contest Parameters: unif k=3 r=4.25 v=560 c=2380 seed=565763763
c Uniform UNKNOWN KSAT Instance k=3, nbc=2380, nbv=560, seed=565763763
p cnf 560 2380
272 -421 -411 0
231 -454 -334 0
473 401 -5 0
-404 11 -554 0
-287 37 75 0
44 476 -126 0
147 126 56 0
-498 55 -513 0
279 -112 -548 0
26 99 335 0
-255 -520 -283 0
496 -441 471 0
520 -465 -188 0
74 -214 -196 0
-290 475 283 0
-2 69 147 0
47 221 -144 0
425 -540 117 0
187 -73 -375 0
-41 -489 -493 0
-205 187 -456 0
64 -416 -431 0
416 103 64 0
-2 -410 91 0
343 -329 -86 0
-481 195 3 0
441 -33 -350 0
-296 -198 -40 0
-59 -512 116 0
-132 -173 169 0
161 548 197 0
-445 -56 -374 0
380 -50 -508 0
278 -131 474 0
-270 145 -506 0
140 -402 -462 0
-118 115 -264 0
19 -37 100 0
158 551 46 0
535 511 -197 0
-433 3 -464 0
312 250 195 0
-354 -36 281 0
376 512 167 0
271 -312 -261 0
117 -285 406 0
24 -210 227 0
56 -209 398 0
215 -390 346 0
-522 321 -46 0
354 557 -519 0
357 -293 -12 0
-199 221 -405 0
-431 -407 -439 0
-361 -291 -62 0
-559 -107 54 0
-16 234 232 0
-267 -314 -277 0
546 216 409 0
25 495 331 0
91 410 326 0
-263 -315 89 0
183 -416 -283 0
94 -281 101 0
404 338 440 0
-333 -439 -168 0
86 545 -367 0
386 429 -486 0
374 420 -327 0
222 85 -508 0
109 494 463 0
191 -531 389 0
-249 328 455 0
269 271 362 0
88 -208 23 0
-136 -435 -118 0
-170 -325 484 0
-479 367 289 0
499 -530 124 0
-247 354 383 0
-49 -508 -27 0
-261 373 337 0
178 -468 502 0
-246 -192 89 0
546 -527 229 0
155 -308 -201 0
168 531 -486 0
277 4 88 0
380 -384 548 0
327 -247 312 0
84 -193 9 0
-166 -294 156 0
445 323 -56 0
393 184 446 0
-129 -145 -506 0
291 -363 -421 0
-317 547 163 0
-270 -15 495 0
-443 504 544 0
-237 -42 488 0
278 16 142 0
-451 -462 510 0
-20 111 251 0
-104 -373 -199 0
-437 -468 -257 0
-465 53 -356 0
93 -380 321 0
-261 -433 476 0
85 -24 84 0
159 -378 -385 0
-389 -201 -72 0
384 -253 -206 0
-43 -444 -419 0
452 87 227 0
375 -161 240 0
-473 -423 -509 0
-110 99 536 0
376 211 495 0
58 13 301 0
315 63 -306 0
461 -370 332 0
257 -91 -244 0
-99 -85 -318 0
-379 -405 -520 0
-69 -260 -189 0
434 224 412 0
2 -437 463 0
-159 -180 311 0
-263 313 -520 0
252 -546 -161 0
516 -263 -278 0
174 -222 372 0
-171 127 214 0
-289 7 22 0
313 -556 -224 0
473 -190 357 0
-289 -186 -21 0
-76 528 -543 0
79 97 312 0
53 -392 363 0
-203 234 -450 0
299 -1 -130 0
482 -214 407 0
-71 467 -11 0
-285 -283 -110 0
-171 -360 -144 0
435 428 367 0
-458 202 -177 0
307 -533 -414 0
432 47 -255 0
-240 -469 270 0
-288 495 -20 0
-153 -29 -27 0
402 453 -547 0
359 444 13 0
-1 3 291 0
523 -416 -175 0
-198 352 -121 0
-431 -152 337 0
-69 -557 -539 0
-91 -262 -450 0
366 -12 309 0
-96 513 172 0
265 -36 366 0
555 507 -388 0
1 -466 -12 0
-255 206 39 0
453 461 22 0
-479 115 143 0
327 355 -128 0
-198 -100 390 0
458 489 -351 0
-58 -102 -88 0
-30 410 521 0
64 -128 -560 0
-39 -382 -301 0
-250 -296 301 0
146 328 317 0
-371 -422 -490 0
-211 -109 410 0
-33 -306 28 0
-66 243 -456 0
-446 -343 289 0
69 446 319 0
312 367 -308 0
529 106 -195 0
-320 410 -61 0
-546 347 159 0
-428 175 -157 0
127 -463 -330 0
151 550 12 0
388 444 -333 0
542 450 -87 0
-404 -276 267 0
-511 341 328 0
63 409 174 0
236 -191 239 0
64 -283 -549 0
-2 324 409 0
149 -424 -213 0
-40 -110 327 0
-308 -286 -123 0
-462 185 139 0
553 -6 -416 0
347 -214 494 0
-402 140 -421 0
-236 -469 107 0
485 217 192 0
-284 494 -501 0
143 354 -498 0
-221 261 -291 0
267 -290 -486 0
-207 405 -521 0
-218 -221 532 0
-501 449 -469 0
22 -165 -490 0
404 -421 372 0
530 -197 441 0
-410 400 249 0
-233 -485 -483 0
507 523 225 0
7 -89 201 0
-213 479 -544 0
6 -457 -464 0
217 -334 -257 0
535 199 -315 0
-390 -492 187 0
379 -302 -248 0
97 117 -98 0
-139 156 -455 0
-168 -54 -366 0
230 -129 113 0
292 154 -229 0
-318 94 455 0
504 -367 461 0
267 340 -323 0
-266 169 -206 0
309 -494 200 0
302 -127 -484 0
514 71 -266 0
-295 -487 43 0
-83 141 -127 0
153 146 -413 0
-339 78 -213 0
486 429 487 0
528 -106 -296 0
-143 -458 71 0
70 460 310 0
560 -466 552 0
-79 -284 473 0
-81 431 -334 0
-336 545 -200 0
-256 -278 -484 0
467 115 -560 0
-490 23 -25 0
-422 375 292 0
460 -64 -300 0
-499 -532 -151 0
-244 -377 -429 0
465 454 -10 0
-422 -24 -165 0
-385 383 -508 0
-151 117 104 0
-16 -324 -145 0
-209 550 -536 0
-22 431 75 0
-361 100 -347 0
-305 494 -59 0
129 384 467 0
-84 18 -219 0
73 392 -285 0
539 -365 269 0
-125 -88 435 0
95 221 455 0
447 244 52 0
-458 141 67 0
196 -510 -124 0
152 231 306 0
386 -109 -319 0
175 -542 -110 0
320 156 -298 0
-324 -268 -494 0
491 -78 -325 0
-267 -225 -198 0
-379 -189 -230 0
392 307 -448 0
-210 -537 -485 0
307 -555 -17 0
209 -469 98 0
-415 -478 275 0
342 136 -94 0
-131 235 220 0
17 15 351 0
-330 313 431 0
345 327 -329 0
-409 -148 -198 0
-8 545 -436 0
401 -169 464 0
-446 -518 -472 0
49 -113 518 0
-416 551 -351 0
-245 -517 -40 0
432 284 -296 0
560 -420 379 0
345 -28 243 0
338 -352 -102 0
-517 501 14 0
304 421 487 0
-214 -336 -443 0
-405 -22 124 0
417 362 230 0
-351 -249 -99 0
272 -149 430 0
-287 1 -157 0
217 111 -433 0
503 136 -498 0
-209 -552 21 0
160 -492 -423 0
-383 445 212 0
-267 -43 108 0
52 -205 356 0
553 -432 461 0
-74 -183 368 0
-367 -195 14 0
292 275 -98 0
249 -433 338 0
37 -232 315 0
-360 -192 394 0
-28 190 451 0
69 484 517 0
167 -171 99 0
-268 -279 -43 0
-71 -421 -385 0
262 -455 -75 0
-94 528 -488 0
-38 129 -133 0
-156 363 340 0
467 -247 -113 0
-22 -484 266 0
-263 -143 -376 0
-155 -164 -62 0
511 137 92 0
-158 -326 325 0
476 252 -264 0
-398 316 196 0
50 545 -74 0
509 -263 -337 0
-560 -352 339 0
203 463 93 0
-411 132 470 0
298 -118 171 0
-327 -215 204 0
-383 487 529 0
291 520 -65 0
360 542 -82 0
259 410 101 0
8 140 -457 0
-215 -547 -454 0
-406 126 -378 0
417 -106 -108 0
290 8 -183 0
161 536 -412 0
84 153 207 0
-25 231 -417 0
-341 -225 112 0
-75 138 541 0
190 510 441 0
-38 427 -34 0
236 -125 -210 0
515 -254 -437 0
-510 207 34 0
409 329 388 0
160 173 -55 0
100 -265 197 0
-205 464 -329 0
-264 -293 367 0
99 548 13 0
-76 240 -199 0
455 25 -522 0
-74 -372 65 0
-318 -419 240 0
376 -441 -204 0
178 -65 -528 0
-151 1 23 0
-396 129 74 0
-347 522 441 0
431 -539 59 0
204 -462 93 0
532 -292 419 0
495 410 461 0
256 -314 -453 0
-418 451 -75 0
-18 -186 548 0
-348 522 -492 0
394 75 -489 0
-167 -222 401 0
116 438 94 0
517 231 30 0
-420 177 -458 0
202 534 536 0
251 -86 63 0
27 -184 185 0
418 -388 283 0
306 236 525 0
31 -425 -442 0
467 -543 -45 0
-478 -224 -537 0
378 -550 482 0
-63 415 150 0
432 545 -185 0
-137 -559 -83 0
-164 -116 -100 0
-236 486 -122 0
497 75 -483 0
170 404 91 0
20 119 -347 0
-62 200 338 0
-270 217 237 0
43 -522 -524 0
342 -239 287 0
-213 -557 325 0
532 -294 4 0
-471 -83 -469 0
465 -492 68 0
-311 28 -34 0
-318 -60 -18 0
-98 210 161 0
-461 487 199 0
-302 346 -530 0
-128 -263 270 0
469 -543 342 0
-352 549 -270 0
215 -221 -154 0
-536 -523 -129 0
174 213 412 0
-173 -510 288 0
-155 171 -80 0
293 50 -436 0
373 -99 -172 0
-268 483 222 0
-402 -95 549 0
83 461 -287 0
132 275 -533 0
-385 -560 -121 0
150 517 307 0
407 -11 500 0
322 -142 275 0
202 -448 -29 0
65 206 -336 0
-237 -153 -558 0
370 -49 -344 0
-380 11 -328 0
390 -132 445 0
137 13 -15 0
-108 -274 -444 0
160 -114 -75 0
196 4 415 0
-491 -301 521 0
222 136 439 0
-23 -402 -247 0
-7 -539 54 0
-19 -507 455 0
-354 45 448 0
-280 103 -344 0
-6 -528 -103 0
133 60 -229 0
-164 -362 -269 0
471 -81 156 0
522 -77 290 0
45 -227 143 0
-225 -438 -387 0
397 353 -100 0
-454 123 -527 0
-503 154 -551 0
-440 179 47 0
-435 -37 -556 0
418 -413 -30 0
272 524 458 0
114 -419 -150 0
445 404 90 0
-203 30 -549 0
30 -98 355 0
-543 -204 250 0
280 24 -518 0
436 -500 334 0
557 155 174 0
473 -546 -264 0
379 -100 -127 0
-340 457 544 0
-535 257 -138 0
504 6 -160 0
-243 384 -81 0
-9 -334 -481 0
457 -305 63 0
-208 -147 513 0
-494 418 556 0
119 -88 -467 0
29 -67 24 0
261 -248 -274 0
-294 348 -385 0
-164 196 -258 0
38 -429 318 0
-294 250 -149 0
347 -193 -415 0
345 388 -27 0
432 -531 -212 0
259 44 -374 0
-462 149 467 0
-425 -146 288 0
524 147 203 0
-3 -364 142 0
201 264 -527 0
47 184 -21 0
492 -344 -504 0
-76 -142 -258 0
-396 -419 234 0
-213 -401 -120 0
554 236 361 0
-268 -142 -368 0
121 552 105 0
47 510 -139 0
466 58 -268 0
-114 -343 439 0
46 435 196 0
-272 126 20 0
-513 -171 532 0
-87 -101 184 0
321 -69 -86 0
247 -93 -318 0
364 -46 293 0
-160 130 -149 0
79 539 -378 0
547 458 242 0
-3 113 49 0
-384 460 341 0
493 438 270 0
164 260 528 0
-303 -216 11 0
183 -385 -109 0
165 -286 361 0
-256 6 357 0
-159 -64 -102 0
495 546 -45 0
-48 -9 -522 0
-307 50 -191 0
-98 -144 20 0
379 460 36 0
-474 -406 121 0
-456 -118 -42 0
22 207 379 0
-480 284 20 0
-3 -481 -282 0
464 -485 96 0
-200 214 455 0
-396 -42 -546 0
-439 338 529 0
-465 -196 -433 0
-340 -113 -85 0
310 199 -41 0
-219 -8 -479 0
-121 459 -520 0
255 -398 249 0
368 47 293 0
129 -416 -6 0
-420 333 -484 0
420 49 503 0
185 433 -88 0
293 149 377 0
-471 -484 -273 0
-223 153 559 0
-247 122 178 0
305 262 -385 0
-297 -246 -457 0
327 8 -134 0
-179 -413 -351 0
-409 -271 -334 0
-35 -250 -254 0
-85 192 -436 0
-392 457 -452 0
120 -386 403 0
384 -214 -222 0
541 -64 551 0
304 307 -406 0
-25 385 77 0
511 348 168 0
511 441 84 0
151 -357 295 0
530 -423 534 0
-459 -505 -479 0
-560 -217 -204 0
537 375 -319 0
519 524 123 0
-103 -296 -369 0
233 -268 -551 0
198 -55 338 0
238 413 171 0
512 81 445 0
172 -295 -513 0
-177 371 363 0
-70 -353 -414 0
-383 -444 144 0
407 -183 10 0
130 -54 88 0
-527 192 148 0
140 553 343 0
-61 -498 401 0
558 176 175 0
-247 -366 168 0
306 -157 472 0
-491 -523 543 0
-329 470 -548 0
348 557 -164 0
148 476 151 0
407 218 393 0
-309 -180 -247 0
-15 206 -282 0
-234 177 -32 0
-402 191 134 0
400 -237 -544 0
186 -393 2 0
-528 -94 501 0
-366 444 404 0
-323 95 -3 0
-294 208 459 0
40 482 450 0
512 500 31 0
421 54 -378 0
-220 143 -93 0
-543 548 357 0
381 -532 270 0
-226 279 -266 0
-45 -145 -431 0
556 -102 -404 0
-284 -20 -16 0
158 213 138 0
-550 143 528 0
-17 -535 -110 0
123 494 -243 0
418 -163 -238 0
-255 14 523 0
-389 -515 -221 0
380 494 399 0
198 149 185 0
469 -358 480 0
251 -430 81 0
416 345 441 0
292 242 54 0
269 41 383 0
249 -268 364 0
-81 361 -318 0
-343 -351 -544 0
-132 -491 -501 0
-454 -236 67 0
-159 -350 -362 0
-54 -207 393 0
-296 139 303 0
-318 397 247 0
-233 547 74 0
-526 370 99 0
468 -54 -6 0
79 62 -388 0
339 238 -394 0
-513 -65 534 0
-554 -370 254 0
534 60 276 0
474 366 12 0
340 -338 -526 0
-501 -237 -418 0
143 -149 -213 0
421 3 214 0
546 73 102 0
-545 -434 -458 0
493 316 404 0
-380 -24 500 0
370 -423 -281 0
90 -203 58 0
-246 -186 -364 0
-517 482 466 0
446 312 -253 0
-146 -51 434 0
-85 38 -126 0
-32 -137 489 0
301 -237 -157 0
548 -427 -512 0
-550 182 -106 0
371 18 -477 0
504 -513 166 0
-20 326 129 0
-398 -525 415 0
-384 13 -444 0
-60 308 -103 0
-220 -173 125 0
-54 -245 -400 0
303 -488 -501 0
-183 -186 329 0
314 323 465 0
-286 470 298 0
-237 -179 171 0
-294 -255 -180 0
-3 -519 -559 0
-256 115 374 0
-443 -144 -558 0
387 -232 156 0
23 -315 -110 0
-472 298 -301 0
-158 48 15 0
-292 520 249 0
315 192 81 0
389 236 -379 0
-78 -458 -160 0
110 -194 -30 0
-18 105 -195 0
495 -429 -496 0
-474 -51 467 0
495 160 360 0
-31 77 -67 0
-433 427 61 0
331 -10 -123 0
148 270 186 0
-68 161 -513 0
-548 -430 -208 0
171 20 57 0
97 -76 -25 0
-53 -234 371 0
498 540 -106 0
58 476 158 0
-423 -203 -365 0
-523 85 9 0
-236 -282 -382 0
-329 -530 -418 0
-241 169 -403 0
-280 -94 148 0
180 -359 148 0
-374 -428 -294 0
188 -9 371 0
-233 -341 209 0
168 -449 410 0
159 -145 294 0
-325 116 203 0
441 -471 -548 0
-315 333 61 0
-279 -469 489 0
202 347 -45 0
79 187 -1 0
-43 -220 -331 0
234 -427 -181 0
-548 156 -67 0
213 -171 55 0
79 -24 327 0
96 -465 322 0
522 -321 3 0
-316 -401 446 0
555 176 98 0
380 -364 442 0
-427 -500 -292 0
-7 -258 82 0
269 250 -309 0
-16 -233 469 0
422 506 -131 0
357 363 -330 0
-558 348 104 0
516 -267 481 0
-339 -319 -128 0
-342 515 -216 0
113 84 -308 0
-10 -190 2 0
-227 104 -161 0
-509 521 511 0
495 78 19 0
-535 -304 -48 0
-470 358 -415 0
392 315 -14 0
520 415 230 0
-8 98 53 0
377 -248 84 0
173 -352 93 0
-328 -286 420 0
-558 261 -299 0
-218 -95 391 0
432 174 329 0
413 252 470 0
-409 268 -320 0
433 -506 -169 0
-65 550 -141 0
306 -27 -130 0
-177 -296 187 0
212 443 169 0
-46 518 -176 0
235 511 399 0
44 -103 -64 0
-426 -216 108 0
366 436 239 0
449 -87 276 0
-532 503 -174 0
-14 -485 -287 0
350 228 313 0
406 95 -366 0
-327 -58 -101 0
115 284 -555 0
-398 -114 -126 0
310 553 -480 0
-313 -424 47 0
-180 485 226 0
11 -98 -397 0
191 101 557 0
-145 -141 -284 0
-443 -385 442 0
536 243 299 0
486 -248 -44 0
-116 -319 539 0
-443 62 260 0
83 380 -449 0
337 -323 -325 0
487 -371 -273 0
-259 88 -44 0
333 189 -509 0
179 32 -497 0
260 345 -293 0
84 358 394 0
-308 458 -111 0
462 426 -278 0
540 405 455 0
491 -55 176 0
-383 -6 -153 0
250 493 297 0
88 -487 289 0
-328 101 278 0
513 149 -482 0
353 -23 -485 0
199 76 -321 0
175 -10 362 0
305 6 -302 0
400 -491 -261 0
-311 -157 -412 0
508 255 182 0
395 -424 -457 0
-143 356 -46 0
430 -351 433 0
-213 104 517 0
-450 6 488 0
-160 544 167 0
-250 -81 -456 0
-142 12 126 0
-543 68 148 0
41 -488 182 0
-234 178 -366 0
97 92 100 0
304 313 174 0
-200 218 -242 0
291 -403 -328 0
75 -367 219 0
36 -227 492 0
115 9 -551 0
-307 -338 458 0
-330 301 -408 0
-198 70 -173 0
-176 -43 -335 0
-169 -211 317 0
359 392 28 0
155 -478 -529 0
524 246 -170 0
322 67 187 0
339 -291 531 0
-191 111 465 0
-311 -495 -514 0
-553 -70 -511 0
-97 24 -76 0
-5 -403 343 0
305 -55 -32 0
-269 -33 -431 0
-139 263 179 0
361 522 413 0
290 -261 -393 0
165 497 346 0
-24 -495 276 0
-81 -305 504 0
142 126 -180 0
69 396 42 0
-373 366 426 0
-277 -206 506 0
-16 -337 370 0
-243 25 56 0
348 114 454 0
-412 361 -14 0
369 116 -501 0
-496 -88 276 0
552 -409 -327 0
-221 -28 -298 0
-489 -187 -367 0
517 491 -190 0
-133 -387 -397 0
117 -60 405 0
429 -500 400 0
378 386 -59 0
-205 -368 87 0
-6 -122 -439 0
494 347 -520 0
-379 257 285 0
555 425 107 0
13 498 447 0
377 -242 285 0
455 -115 211 0
-432 463 347 0
-225 291 -163 0
12 149 -556 0
533 487 -309 0
-334 -429 445 0
-523 108 445 0
-54 -236 -197 0
-181 14 -158 0
364 -381 344 0
-501 334 -6 0
448 535 -395 0
-450 -527 -231 0
-524 373 180 0
-547 99 -273 0
-497 -560 -23 0
488 535 466 0
321 -257 -481 0
-452 339 -421 0
-233 500 -215 0
214 426 -421 0
-220 358 -250 0
3 -59 297 0
-187 422 -452 0
483 -131 -456 0
75 495 -324 0
-388 143 -177 0
449 403 439 0
485 -327 -30 0
-70 342 374 0
